"lower","med","upper","time"
1.016931,1.298802,1.640821,2
1.016931,1.298802,1.640821,3
1.016931,1.298802,1.640821,4
1.016931,1.298802,1.640821,5
1.016931,1.298802,1.640821,6
1.016931,1.298802,1.640821,7
1.01813766666667,1.298802,1.64225,8
1.01934433333333,1.29878866666667,1.64371666666667,9
1.01934433333333,1.298686,1.64404733333333,10
1.01787433333333,1.29779333333333,1.642949,11
1.01616033333333,1.294802,1.643622,12
0.999345633333333,1.2877356,1.62965153333333,13
0.985395233333333,1.2726247,1.61518043333333,14
0.9652476,1.244106,1.584905,15
0.961265433333333,1.2054909,1.55508616666667,16
0.953143066666667,1.16698033333333,1.50173853333333,17
0.9501658,1.14023156666667,1.43468903333333,18
0.9509674,1.12624056666667,1.3703869,19
0.9542318,1.12057923333333,1.32424023333333,20
0.960218833333333,1.11859733333333,1.30680773333333,21
0.961534666666667,1.11810993333333,1.300837,22
0.961926933333333,1.11802283333333,1.30074023333333,23
0.9608927,1.11802926666667,1.2996265,24
0.961926933333333,1.11804643333333,1.3006086,25
0.9631146,1.11813353333333,1.30172233333333,26
0.962336166666667,1.11852626666667,1.3007079,27
0.9640156,1.1199079,1.3009797,28
0.966891433333333,1.12269633333333,1.29922013333333,29
0.973445966666667,1.12728186666667,1.29792906666667,30
0.984691066666667,1.13320763333333,1.29566066666667,31
1.00264833333333,1.139615,1.29517166666667,32
1.02371233333333,1.14476966666667,1.29583766666667,33
1.03690666666667,1.147626,1.29304833333333,34
1.041855,1.148557,1.289349,35
1.04193133333333,1.148636,1.28615433333333,36
1.04169466666667,1.148682,1.285124,37
1.041642,1.148695,1.285124,38
1.041642,1.148695,1.285124,39
1.04169466666667,1.14866833333333,1.285124,40
1.04169466666667,1.14862233333333,1.285124,41
1.04001533333333,1.14844233333333,1.28384833333333,42
1.038656,1.14755233333333,1.28483333333333,43
1.028363,1.14430166666667,1.28075833333333,44
1.0151027,1.1363962,1.27473563333333,45
0.997054133333333,1.118513,1.25939403333333,46
0.985829066666667,1.09513306666667,1.2371607,47
0.979188766666667,1.0730916,1.20501596666667,48
0.976618133333333,1.06076293333333,1.17160313333333,49
0.975754233333333,1.05608196666667,1.1474318,50
0.974978466666667,1.0548222,1.13639523333333,51
0.974548633333333,1.05456403333333,1.133685,52
0.9745749,1.0545349,1.133685,53
0.9745749,1.0545349,1.133685,54
0.9745749,1.0545349,1.133685,55
0.9745749,1.0545349,1.133685,56
0.974548633333333,1.0545411,1.133685,57
0.975160466666667,1.05461263333333,1.1344437,58
0.975730966666667,1.05510396666667,1.1359995,59
0.979321766666667,1.05721563333333,1.1420854,60
0.982274466666667,1.06293346666667,1.15039066666667,61
0.990134033333333,1.0728166,1.1625077,62
1.00072486666667,1.08413576666667,1.17204546666667,63
1.01411836666667,1.09267976666667,1.1782865,64
1.023466,1.09683466666667,1.180458,65
1.02710933333333,1.09793333333333,1.18064366666667,66
1.02795,1.09813566666667,1.181148,67
1.027971,1.098142,1.181113,68
1.027971,1.098142,1.181113,69
1.027971,1.098142,1.181113,70
1.027971,1.098142,1.181113,71
1.027971,1.098142,1.181113,72
1.02795,1.098132,1.181148,73
1.02607566666667,1.09793633333333,1.18073433333333,74
1.01517903333333,1.09645843333333,1.18079723333333,75
0.993748166666667,1.08955516666667,1.17933696666667,76
0.965406766666667,1.0650516,1.17269936666667,77
0.941729766666667,1.03438443333333,1.1497805,78
0.927580733333333,1.00734616666667,1.1134246,79
0.923229766666667,0.997949066666667,1.08280666666667,80
0.9232367,0.9959978,1.06799343333333,81
0.9242709,0.995853,1.0681054,82
0.9242709,0.995853,1.0681054,83
0.9242709,0.995853,1.0681054,84
0.9242709,0.995853,1.0681054,85
0.9242709,0.995853,1.0681054,86
0.9242709,0.995853,1.0681054,87
0.9242709,0.995853,1.0681054,88
0.924132266666667,0.995812866666667,1.0681054,89
0.9211023,0.995139866666667,1.06799326666667,90
0.902707466666667,0.990746333333333,1.06764933333333,91
0.8714763,0.972532433333333,1.05899713333333,92
0.838810866666667,0.9466681,1.03986586666667,93
0.8207174,0.9235397,1.01815416666667,94
0.8155989,0.914241933333333,1.00475073333333,95
0.814806,0.913227466666667,1.0019385,96
0.814806,0.9131976,1.0019385,97
0.814806,0.9131976,1.0019385,98
0.814806,0.9131976,1.0019385,99
0.814806,0.9131976,1.0019385,100
0.814806,0.9131976,1.0019385,101
0.814806,0.9131976,1.0019385,102
0.814806,0.9131976,1.0019385,103
0.814806,0.9131976,1.0019385,104
0.8148607,0.9131847,1.00214556666667,105
0.810164733333333,0.9126294,1.00158863333333,106
0.781263466666667,0.904937633333333,0.9999039,107
0.7387061,0.883059833333333,0.991963833333333,108
0.701029166666667,0.8588588,0.9836465,109
0.686662933333333,0.8417779,0.975457033333333,110
0.6858981,0.838895933333333,0.973315833333333,111
0.6850035,0.8388796,0.9723159,112
0.6850035,0.8388796,0.9723159,113
0.6850035,0.8388796,0.9723159,114
0.6850035,0.8388796,0.9723159,115
0.6850035,0.8388796,0.9723159,116
0.6850035,0.8388796,0.9723159,117
0.6850035,0.8388796,0.9723159,118
0.6850035,0.8388796,0.9723159,119
0.6850035,0.8388796,0.9723159,120
0.6858981,0.8388685,0.973315833333333,121
0.679302533333333,0.840166933333333,0.980576533333333,122
0.673267966666667,0.8539926,1.01807426666667,123
0.6727647,0.870194766666667,1.0612014,124
0.6797516,0.8850874,1.09806776666667,125
0.6861775,0.8874528,1.1046971,126
0.6861775,0.8874528,1.1046971,127
0.6861775,0.8874528,1.1046971,128
0.6861775,0.8874528,1.1046971,129
0.6861775,0.8874528,1.1046971,130
0.6861775,0.8874528,1.1046971,131
0.6861775,0.8874528,1.1046971,132
0.6861775,0.8874528,1.1046971,133
0.6861775,0.8874528,1.1046971,134
0.6861775,0.8874528,1.1046971,135
0.6861775,0.8874528,1.1046971,136
0.686356,0.887478433333333,1.10515846666667,137
0.6962493,0.938088433333333,1.19845176666667,138
0.7061426,0.993374066666667,1.2918166,139
0.7158574,1.04863406666667,1.38472006666667,140
0.7158574,1.0533097,1.3847916,141
0.7158574,1.0533097,1.3847916,142
0.7158574,1.0533097,1.3847916,143
0.7158574,1.0533097,1.3847916,144
0.7158574,1.0533097,1.3847916,145
0.7158574,1.0533097,1.3847916,146
0.7158574,1.0533097,1.3847916,147
0.7158574,1.0533097,1.3847916,148
0.7158574,1.0533097,1.3847916,149
0.7158574,1.0533097,1.3847916,150
0.7158574,1.0533097,1.3847916,151
0.7158574,1.0533097,1.3847916,152
0.7158574,1.0533097,1.3847916,153
