"infectious_time","Rt_day_avg","smoothRt_day_avg"
0,0.666666666666667,0.666666666666667
1,0,0.333333333333333
2,3,1.22222222222222
3,3,1.66666666666667
4,0.333333333333333,1.4
5,0.5,1.25
6,0.75,1.17857142857143
7,1.5,1.29761904761905
8,1.66666666666667,1.53571428571429
9,1,1.25
10,4,1.39285714285714
11,1.66666666666667,1.58333333333333
12,2.5,1.86904761904762
13,0.75,1.86904761904762
14,0.166666666666667,1.67857142857143
15,0.428571428571429,1.50170068027211
16,1,1.50170068027211
17,0.5,1.00170068027211
18,1,0.906462585034014
19,0.5,0.620748299319728
20,1,0.656462585034014
21,0.25,0.668367346938776
22,0,0.607142857142857
23,0.4,0.521428571428571
24,0.4,0.507142857142857
25,1,0.507142857142857
26,0.333333333333333,0.483333333333333
27,0.25,0.376190476190476
28,0.6,0.426190476190476
29,0,0.426190476190476
30,1,0.511904761904762
31,0.75,0.561904761904762
32,2,0.704761904761905
33,0.333333333333333,0.704761904761905
34,0.5,0.740476190476191
35,0.4,0.711904761904762
36,0.75,0.819047619047619
37,0.2,0.704761904761905
38,3,1.02619047619048
39,1.66666666666667,0.978571428571429
40,0.444444444444444,0.994444444444444
41,0.75,1.03015873015873
42,0,0.973015873015873
43,0.4,0.923015873015873
44,0,0.894444444444444
45,0.666666666666667,0.561111111111111
46,0.25,0.358730158730159
47,1,0.438095238095238
48,1,0.473809523809524
49,0.142857142857143,0.49421768707483
50,0.285714285714286,0.477891156462585
51,0,0.477891156462585
52,0.2,0.411224489795918
53,0,0.375510204081633
54,0,0.23265306122449
55,0.75,0.196938775510204
56,0,0.176530612244898
57,0.333333333333333,0.183333333333333
58,0,0.183333333333333
59,0.111111111111111,0.170634920634921
60,1,0.313492063492063
61,0,0.313492063492063
62,0.25,0.242063492063492
63,0.6,0.327777777777778
64,0.166666666666667,0.303968253968254
65,0.4,0.361111111111111
66,0.666666666666667,0.44047619047619
67,0.5,0.369047619047619
68,0.166666666666667,0.392857142857143
69,0.363636363636364,0.409090909090909
70,0.25,0.359090909090909
71,0.2,0.363852813852814
72,0.125,0.3245670995671
73,0.25,0.26504329004329
74,2,0.479329004329004
75,0,0.455519480519481
76,0.111111111111111,0.419444444444444
77,0,0.383730158730159
78,0.333333333333333,0.402777777777778
79,0,0.384920634920635
80,0.166666666666667,0.373015873015873
81,0.333333333333333,0.134920634920635
82,0.166666666666667,0.158730158730159
