"infectious_time","Rt_day_avg","smoothRt_day_avg"
0,0.666666666666667,0.666666666666667
1,0,0.333333333333333
2,0,0.222222222222222
3,3,0.916666666666667
4,1,0.933333333333333
5,0,0.777777777777778
6,2.33333333333333,1
7,1.75,1.1547619047619
8,1.4,1.3547619047619
9,1.33333333333333,1.5452380952381
10,0.8,1.23095238095238
11,1,1.23095238095238
12,1.66666666666667,1.46904761904762
13,0.666666666666667,1.23095238095238
14,1.16666666666667,1.14761904761905
15,0.857142857142857,1.07006802721088
16,2,1.16530612244898
17,0.571428571428571,1.13265306122449
18,0.666666666666667,1.08503401360544
19,1.14285714285714,1.01020408163265
20,0.857142857142857,1.03741496598639
21,1.2,1.0421768707483
22,1.09090909090909,1.07557204700062
23,0.875,0.914857761286333
24,1,0.976082251082251
25,0.4,0.937987012987013
26,0.6,0.86043599257885
27,0.9,0.866558441558442
28,0.6,0.780844155844156
29,0.272727272727273,0.663961038961039
30,0.625,0.628246753246753
31,0.166666666666667,0.509199134199134
32,0.666666666666667,0.547294372294372
33,0.5,0.533008658008658
34,0.25,0.440151515151515
35,0.857142857142857,0.476886209029066
36,0.25,0.473639455782313
37,0,0.384353741496599
38,0.25,0.396258503401361
39,0.25,0.336734693877551
40,0.75,0.372448979591837
41,0.181818181818182,0.362708719851577
42,0.125,0.258116883116883
43,0.153846153846154,0.244380619380619
44,0.125,0.262237762237762
45,0.363636363636364,0.278471528471528
46,0.333333333333333,0.29037629037629
47,0.111111111111111,0.199106449106449
48,0.153846153846154,0.195110445110445
49,0.125,0.195110445110445
50,0,0.173132423132423
51,0.166666666666667,0.179084804084804
52,0.375,0.180708180708181
53,0.375,0.186660561660562
54,0.142857142857143,0.191195709052852
55,0,0.16921768707483
56,0.272727272727273,0.190321583178726
57,0.166666666666667,0.21413110698825
58,0.625,0.27960729746444
59,0,0.226035868893012
60,0.25,0.208178726035869
61,0,0.187770562770563
62,0.25,0.223484848484848
63,0.0714285714285714,0.194727891156463
64,0,0.170918367346939
65,0.1,0.0959183673469388
66,0.25,0.131632653061224
67,0,0.0959183673469388
68,0.142857142857143,0.116326530612245
69,0.111111111111111,0.0964852607709751
70,0.111111111111111,0.102154195011338
71,0.153846153846154,0.12413221698936
72,0.125,0.127703645560788
73,0.111111111111111,0.107862375719519
74,0.0833333333333333,0.11976713762428
75,0.2,0.127930402930403
76,0,0.112057387057387
77,0.0588235294117647,0.104587732528909
78,0,0.082609710550887
79,0.333333333333333,0.112371615312792
80,0,0.0964985994397759
81,0.666666666666667,0.179831932773109
82,0.166666666666667,0.175070028011204
83,0.166666666666667,0.198879551820728
84,0.181818181818182,0.216450216450216
85,0,0.216450216450216
86,0,0.168831168831169
87,0.166666666666667,0.192640692640693
88,0.230769230769231,0.13036963036963
89,0.1,0.120845820845821
90,0.181818181818182,0.123010323010323
91,0.428571428571429,0.158260786832215
92,0.25,0.193975072546501
93,0.0909090909090909,0.206962085533514
94,0.4,0.240295418866847
95,0,0.207328385899814
96,0.555555555555556,0.27240775097918
97,0.428571428571429,0.307658214801072
98,0.111111111111111,0.262306740878169
99,0.333333333333333,0.274211502782931
100,0.571428571428571,0.342857142857143
101,0.333333333333333,0.333333333333333
102,0.5,0.404761904761905
103,0.5,0.396825396825397
104,0.375,0.389172335600907
105,0,0.373299319727891
106,0.166666666666667,0.349489795918367
107,0.25,0.303571428571429
108,0.7,0.355952380952381
109,1,0.427380952380952
110,0.166666666666667,0.379761904761905
111,0.5,0.397619047619048
112,0.5,0.469047619047619
113,0.416666666666667,0.504761904761905
114,1.6,0.697619047619048
115,0.4,0.654761904761905
116,0.5,0.583333333333333
117,0.5,0.630952380952381
118,0.888888888888889,0.686507936507937
119,0.75,0.722222222222222
120,0.5,0.734126984126984
121,1,0.648412698412698
122,0.875,0.716269841269841
123,0.285714285714286,0.685657596371882
124,0.2,0.642800453514739
125,0.714285714285714,0.617857142857143
126,0.5,0.582142857142857
127,3,0.939285714285714
128,0.75,0.903571428571429
129,2.66666666666667,1.15952380952381
130,0.428571428571429,1.17993197278912
131,1,1.29421768707483
132,1.33333333333333,1.38265306122449
133,0.6,1.3969387755102
134,0.666666666666667,1.06360544217687
135,1,1.09931972789116
136,0.5,0.789795918367347
137,0.6,0.814285714285714
138,0.666666666666667,0.766666666666667
139,3,1.0047619047619
140,0.8,1.03333333333333
141,1.5,1.15238095238095
142,0.5,1.08095238095238
143,0.25,1.0452380952381
144,1,1.10238095238095
145,0.666666666666667,1.10238095238095
146,0,0.673809523809524
147,0.5,0.630952380952381
148,1,0.55952380952381
149,0,0.488095238095238
150,0.5,0.523809523809524
151,0,0.380952380952381
152,2,0.571428571428571
153,0,0.571428571428571
154,0,0.5
155,0,0.357142857142857
156,0,0.357142857142857
157,0,0.285714285714286
158,0.5,0.357142857142857
159,1,0.214285714285714
160,0,0.214285714285714
161,0,0.214285714285714
162,0,0.214285714285714
163,0,0.214285714285714
164,0,0.214285714285714
165,0,0.142857142857143
