"infectious_time","Rt_day_avg","smoothRt_day_avg"
0,0.428571428571429,0.428571428571429
1,0,0.214285714285714
2,5,1.80952380952381
3,0,1.35714285714286
4,2,1.48571428571429
5,1,1.4047619047619
6,1.33333333333333,1.39455782312925
7,0,1.33333333333333
8,1.5,1.54761904761905
9,0.8,0.947619047619048
10,2.25,1.26904761904762
11,3,1.41190476190476
12,1.33333333333333,1.45952380952381
13,0.625,1.35833333333333
14,3.5,1.85833333333333
15,0.75,1.75119047619048
16,1,1.7797619047619
17,1.28571428571429,1.64200680272109
18,1.28571428571429,1.39710884353742
19,0.833333333333333,1.32568027210884
20,1.6,1.46496598639456
21,0.888888888888889,1.09195011337868
22,1.85714285714286,1.25011337868481
23,0.583333333333333,1.190589569161
24,0.777777777777778,1.11802721088435
25,0.857142857142857,1.05680272108844
26,0.909090909090909,1.06762523191095
27,1,0.981910946196661
28,2,1.14064110492682
29,0.727272727272727,0.979231086373944
30,0.416666666666667,0.95542156256442
31,0.428571428571429,0.905534941249227
32,0.727272727272727,0.886982065553494
33,0.285714285714286,0.797928262213977
34,0.0769230769230769,0.666060130345845
35,0.666666666666667,0.475583939869654
36,0.333333333333333,0.419306883592598
37,0,0.359783074068788
38,0.666666666666667,0.393796679510965
39,0,0.289900575614861
40,0.0909090909090909,0.262071262071262
41,0.75,0.358225108225108
42,0.636363636363636,0.353896103896104
43,0.166666666666667,0.33008658008658
44,0.272727272727273,0.369047619047619
45,0.0909090909090909,0.286796536796537
46,0,0.286796536796537
47,0.363636363636364,0.325757575757576
48,0.25,0.254329004329004
49,0.4,0.220562770562771
50,0.375,0.250324675324675
51,0.307692307692308,0.25531968031968
52,0.272727272727273,0.281293706293706
53,0.714285714285714,0.383334522620237
54,0.333333333333333,0.379005518291233
55,0.2,0.371862661148375
56,0.0909090909090909,0.327706816992531
57,0.285714285714286,0.314951714951715
58,0.214285714285714,0.30160791589363
59,0.0714285714285714,0.272850958565244
60,0,0.170810142238714
61,0.333333333333333,0.170810142238714
62,0.125,0.160095856524428
63,0.444444444444444,0.210600907029478
64,0.105263157894737,0.184822174483829
65,0.166666666666667,0.178019453395393
66,0.111111111111111,0.183688387635756
67,0.125,0.201545530492899
68,0,0.153926482873851
69,0.1,0.150355054302423
70,0.333333333333333,0.134482038429407
71,0.1,0.133730158730159
72,0,0.109920634920635
73,0.0833333333333333,0.105952380952381
74,0,0.0880952380952381
