"infectious_time","Rt_day_avg","smoothRt_day_avg"
0,1,1
1,0,0.5
2,3,1.33333333333333
3,1.5,1.375
4,0,1.1
5,1.5,1.16666666666667
6,0.5,1.07142857142857
7,1,1.07142857142857
8,5,1.78571428571429
9,0.5,1.42857142857143
10,2,1.5
11,0.6,1.58571428571429
12,0.75,1.47857142857143
13,1.33333333333333,1.59761904761905
14,0,1.4547619047619
15,1,0.883333333333333
16,0.25,0.847619047619048
17,8,1.7047619047619
18,1,1.76190476190476
19,0.5,1.72619047619048
20,1.5,1.75
21,0.5,1.82142857142857
22,4,2.25
23,1,2.35714285714286
24,3,1.64285714285714
25,0.666666666666667,1.5952380952381
26,2.5,1.88095238095238
27,1,1.80952380952381
28,1,1.88095238095238
29,0.4,1.36666666666667
30,1.25,1.40238095238095
31,0.8,1.08809523809524
32,2.5,1.35
33,1.4,1.19285714285714
34,0.571428571428571,1.13163265306122
35,0.625,1.0780612244898
36,0.625,1.11020408163265
37,2.75,1.32448979591837
38,0.75,1.31734693877551
39,1.5,1.17448979591837
40,0.666666666666667,1.06972789115646
41,0.625,1.07738095238095
42,0.5,1.05952380952381
43,0.636363636363636,1.06114718614719
44,0.555555555555556,0.747655122655123
45,0.333333333333333,0.688131313131313
46,0.571428571428571,0.555478251906823
47,0.1,0.474525870954442
48,0.285714285714286,0.42605648319934
49,0,0.354627911770769
50,0.6,0.349433106575964
51,0.666666666666667,0.36530612244898
52,0.6,0.403401360544218
53,0.333333333333333,0.369387755102041
54,0.444444444444444,0.41859410430839
55,0.0666666666666667,0.387301587301587
56,0.142857142857143,0.407709750566893
57,0.333333333333333,0.369614512471655
58,1,0.417233560090703
59,0.285714285714286,0.372335600907029
60,0,0.324716553287982
61,0.133333333333333,0.280272108843537
62,0.1,0.285034013605442
63,0.333333333333333,0.312244897959184
64,0.125,0.282482993197279
65,0.333333333333333,0.187244897959184
66,0,0.146428571428571
67,0.2,0.175
68,0.153846153846154,0.177930402930403
69,0.375,0.217216117216117
70,0.166666666666667,0.193406593406593
71,0,0.175549450549451
72,0.142857142857143,0.148338566195709
73,0,0.148338566195709
74,0,0.11976713762428
75,0.2,0.126360544217687
76,0.142857142857143,0.0931972789115646
77,0.0833333333333333,0.0812925170068027
78,0.0833333333333333,0.0931972789115646
79,0.166666666666667,0.0965986394557823
80,0,0.0965986394557823
81,0,0.0965986394557823
82,0.2,0.0965986394557823
83,0,0.0761904761904762
84,0.166666666666667,0.0880952380952381
85,0.25,0.111904761904762
86,0.4,0.145238095238095
87,0,0.145238095238095
88,0.1,0.15952380952381
89,0.142857142857143,0.151360544217687
90,0.111111111111111,0.167233560090703
91,0.142857142857143,0.163832199546485
92,0.111111111111111,0.143990929705215
93,0.111111111111111,0.102721088435374
94,0,0.102721088435374
95,0,0.0884353741496599
96,0.125,0.0858843537414966
97,0.2,0.0985827664399093
98,0.285714285714286,0.118990929705215
99,0,0.1031179138322
100,0.5,0.158673469387755
101,0.111111111111111,0.174546485260771
102,0.1,0.188832199546485
103,0.1,0.185260770975057
104,0,0.156689342403628
105,0,0.115873015873016
106,0.333333333333333,0.163492063492063
107,0,0.0920634920634921
108,0,0.0761904761904762
109,0.222222222222222,0.0936507936507937
110,0,0.0793650793650794
111,0.5,0.150793650793651
112,0.0909090909090909,0.163780663780664
113,0.125,0.134018759018759
114,0.307692307692308,0.177974802974803
115,0.25,0.213689088689089
116,0.25,0.217657342657343
117,0.25,0.253371628371628
118,0.166666666666667,0.205752580752581
119,1,0.335622710622711
120,0.333333333333333,0.365384615384615
121,0.266666666666667,0.35952380952381
122,0.333333333333333,0.371428571428571
123,0.25,0.371428571428571
124,0,0.335714285714286
125,0.25,0.347619047619048
126,0.125,0.222619047619048
127,0.333333333333333,0.222619047619048
128,0.285714285714286,0.225340136054422
129,0.333333333333333,0.225340136054422
130,0.333333333333333,0.237244897959184
131,0.5,0.308673469387755
132,0.1,0.287244897959184
133,0.571428571428571,0.351020408163265
134,0.25,0.339115646258503
135,0.6,0.384013605442177
136,0.111111111111111,0.352267573696145
137,0,0.304648526077097
138,0.142857142857143,0.253628117913832
139,0.6,0.325056689342404
140,0.666666666666667,0.338662131519274
141,0.666666666666667,0.398185941043084
142,0.666666666666667,0.407709750566893
143,0.375,0.445408163265306
144,0.363636363636364,0.497356215213358
145,0.5,0.548376623376623
146,0.666666666666667,0.557900432900433
147,0.222222222222222,0.494408369408369
148,0.666666666666667,0.494408369408369
149,0,0.399170274170274
150,0.166666666666667,0.369408369408369
151,0.444444444444444,0.380952380952381
152,2,0.595238095238095
153,2,0.785714285714286
154,0.5,0.825396825396825
155,0.375,0.783730158730159
156,0.666666666666667,0.878968253968254
157,1,0.998015873015873
158,0,0.93452380952381
159,0.75,0.755952380952381
160,0.4,0.527380952380952
161,1.5,0.670238095238095
162,5,1.33095238095238
163,0.666666666666667,1.33095238095238
164,1,1.33095238095238
165,0.666666666666667,1.42619047619048
166,0.5,1.39047619047619
167,0.666666666666667,1.42857142857143
168,0.25,1.25
169,0.8,0.65
170,1,0.697619047619048
171,1,0.697619047619048
172,0.25,0.638095238095238
173,0,0.566666666666667
174,0.4,0.528571428571429
175,2,0.778571428571429
176,1,0.807142857142857
177,0,0.664285714285714
178,1,0.664285714285714
179,0,0.628571428571429
180,1,0.771428571428571
181,1,0.857142857142857
182,0,0.571428571428571
183,0,0.428571428571429
184,0,0.428571428571429
185,0,0.285714285714286
186,0,0.285714285714286
187,0,0.142857142857143
