"infectious_time","incidence"
0,7
1,0
2,0
3,4
4,1
5,2
6,4
7,0
8,0
9,3
10,1
11,3
12,3
13,1
14,2
15,0
16,2
17,3
18,4
19,5
20,2
21,3
22,2
23,3
24,4
25,4
26,5
27,4
28,4
29,6
30,3
31,5
32,5
33,8
34,11
35,10
36,12
37,8
38,8
39,14
40,11
41,19
42,19
43,18
44,22
45,22
46,15
47,18
48,19
49,22
50,29
51,22
52,24
53,39
54,26
55,34
56,25
57,26
58,38
59,32
60,35
61,43
62,50
63,35
64,44
65,44
66,40
67,56
68,43
69,42
70,51
71,48
72,49
73,67
74,59
75,54
76,43
77,73
78,71
79,62
80,51
81,69
82,75
83,73
84,69
85,75
86,79
87,93
88,91
89,98
90,95
91,97
92,93
93,99
94,105
95,113
96,125
97,83
98,111
99,110
100,105
101,115
102,110
103,83
104,94
105,91
106,90
107,97
108,94
109,84
110,75
111,86
112,65
113,64
114,68
115,57
116,70
117,63
118,66
119,50
120,59
121,43
122,48
123,49
124,51
125,39
126,43
127,34
128,34
129,50
130,35
131,30
132,28
133,32
134,19
135,30
136,26
137,20
138,22
139,13
140,16
141,21
142,17
143,16
144,24
145,9
146,18
147,12
148,9
149,20
150,9
151,8
152,6
153,12
154,9
155,5
156,6
157,11
158,8
159,8
160,7
161,7
162,7
163,9
164,6
165,3
166,3
167,6
168,1
169,5
170,2
171,2
172,3
173,1
174,1
175,1
176,2
177,0
178,1
179,1
180,1
181,0
182,1
