"infectious_time","incidence"
0,7
1,0
2,2
3,2
4,0
5,2
6,1
7,1
8,3
9,0
10,1
11,1
12,1
13,2
14,2
15,2
16,2
17,2
18,1
19,4
20,5
21,2
22,8
23,2
24,3
25,6
26,6
27,5
28,4
29,4
30,8
31,6
32,9
33,6
34,6
35,6
36,10
37,10
38,12
39,5
40,14
41,10
42,9
43,19
44,13
45,18
46,13
47,18
48,20
49,26
50,24
51,34
52,39
53,31
54,40
55,38
56,38
57,46
58,45
59,54
60,57
61,66
62,62
63,62
64,76
65,73
66,72
67,92
68,73
69,97
70,94
71,87
72,97
73,122
74,106
75,127
76,120
77,127
78,125
79,119
80,149
81,114
82,162
83,141
84,152
85,144
86,138
87,146
88,168
89,140
90,151
91,141
92,162
93,169
94,136
95,140
96,145
97,121
98,118
99,129
100,133
101,111
102,101
103,112
104,92
105,82
106,98
107,81
108,78
109,69
110,69
111,60
112,40
113,65
114,45
115,50
116,40
117,34
118,49
119,37
120,36
121,33
122,32
123,32
124,26
125,32
126,35
127,17
128,22
129,15
130,26
131,18
132,16
133,17
134,9
135,13
136,15
137,9
138,11
139,9
140,4
141,12
142,12
143,7
144,7
145,9
146,3
147,4
148,4
149,4
150,3
151,3
152,2
153,1
154,2
155,0
156,2
157,2
158,1
159,1
160,2
161,0
162,1
163,0
164,0
165,0
166,2
