"infectious_time","incidence"
0,6
1,0
2,0
3,3
4,0
5,3
6,1
7,0
8,3
9,0
10,0
11,3
12,1
13,2
14,1
15,2
16,2
17,0
18,2
19,0
20,2
21,1
22,2
23,2
24,2
25,5
26,1
27,5
28,3
29,1
30,6
31,4
32,4
33,4
34,4
35,1
36,4
37,4
38,4
39,8
40,4
41,8
42,9
43,2
44,9
45,9
46,11
47,10
48,6
49,8
50,12
51,12
52,5
53,3
54,9
55,7
56,7
57,5
58,6
59,6
60,4
61,4
62,5
63,4
64,6
65,8
66,8
67,9
68,14
69,3
70,4
71,3
72,6
73,5
74,4
75,3
76,8
77,4
78,7
79,9
80,5
81,4
82,6
83,8
84,4
85,6
86,10
87,11
88,6
89,6
90,5
91,5
92,9
93,3
94,10
95,7
96,7
97,4
98,9
99,3
100,1
101,4
102,4
103,6
104,4
105,4
106,2
107,5
108,9
109,5
110,9
111,9
112,8
113,7
114,10
115,10
116,7
117,4
118,7
119,5
120,6
121,2
122,8
123,3
124,8
125,4
126,7
127,8
128,3
129,6
130,7
131,7
132,6
133,3
134,5
135,5
136,6
137,7
138,5
139,9
140,10
141,4
142,7
143,8
144,5
145,5
146,5
147,3
148,3
149,8
150,7
151,9
152,6
153,3
154,10
155,6
156,8
157,5
158,9
159,5
160,7
161,7
162,7
163,4
164,6
165,6
166,6
167,5
168,2
169,7
170,2
171,3
172,5
173,2
174,4
175,8
176,5
177,13
178,8
179,6
180,6
181,5
182,5
183,5
184,9
185,2
186,5
187,5
188,6
189,2
190,7
191,5
192,5
193,8
194,2
195,8
196,1
197,6
198,2
199,4
200,5
201,3
202,4
203,2
204,4
205,3
206,2
207,5
208,1
209,4
210,4
211,4
212,2
213,5
214,3
215,1
216,2
217,1
218,3
219,0
220,2
221,3
222,0
223,1
224,1
225,1
226,2
227,3
228,3
229,0
230,2
231,1
232,0
233,0
234,0
235,1
236,0
237,1
238,1
239,1
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
