"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",2071,1,NA,NA,0,0,5
"2",12328,1,NA,NA,0,0,5
"3",516,1,NA,NA,0,0,6
"4",7702,1,NA,NA,0,0,4
"5",7734,1,NA,NA,0,0,4
"6",8797,1,NA,NA,0,0,4
"7",13057,1,NA,NA,0,0,6
"8",7251,1,NA,NA,0,0,5
"9",746,1,2071,1,2,4,8
"10",11331,1,2769,1,3,4,10
"11",12466,1,NA,NA,0,0,6
"12",6848,1,7116,1,3,4,9
"13",7116,1,NA,NA,0,0,8
"14",8712,1,7251,1,3,5,11
"15",12685,1,7251,1,2,4,8
"16",13342,1,2071,1,2,5,10
"17",329,1,2769,1,3,6,12
"18",731,1,2769,1,3,5,12
"19",4522,1,12685,1,4,6,11
"20",7960,1,6848,1,4,5,10
"21",10956,1,11331,1,5,7,13
"22",3327,1,13057,1,1,3,10
"23",6542,1,12328,1,2,4,11
"24",6673,1,746,1,4,5,10
"25",12108,1,12466,1,4,5,9
"26",958,1,6542,1,5,7,12
"27",1667,1,7960,1,7,8,15
"28",2769,1,7702,1,1,3,10
"29",3963,1,329,1,8,9,14
"30",7424,1,7960,1,6,7,12
"31",8733,1,12685,1,6,8,14
"32",330,1,12108,1,7,8,14
"33",3123,1,12108,1,7,9,13
"34",3916,1,12108,1,8,10,14
"35",4231,1,12685,1,7,10,14
"36",8058,1,3327,1,5,8,14
"37",10077,1,329,1,8,9,13
"38",11187,1,11331,1,5,7,12
"39",12012,1,4522,1,8,10,15
"40",7368,1,3327,1,4,7,13
"41",7431,1,6848,1,6,8,12
"42",10243,1,4522,1,7,9,13
"43",10734,1,330,1,10,11,18
"44",11122,1,12108,1,7,8,13
"45",2980,1,3327,1,3,7,13
"46",4597,1,4522,1,9,10,14
"47",6330,1,4231,1,11,12,16
"48",10439,1,1667,1,10,12,18
"49",13273,1,3327,1,4,7,13
"50",3831,1,13342,1,7,9,14
"51",5701,1,13273,1,8,10,18
"52",12360,1,13342,1,7,9,15
"53",12581,1,11407,1,12,13,17
"54",833,1,12012,1,12,14,21
"55",946,1,12012,1,11,13,18
"56",2730,1,10077,1,9,11,15
"57",5573,1,3123,1,12,13,17
"58",6807,1,329,1,9,11,15
"59",7456,1,182,1,13,14,20
"60",10422,1,10734,1,12,14,19
"61",11407,1,7431,1,9,11,15
"62",1153,1,3965,1,13,14,20
"63",2547,1,4522,1,8,10,17
"64",4887,1,7431,1,10,14,21
"65",5042,1,3963,1,10,12,19
"66",8216,1,6807,1,12,14,19
"67",11126,1,5042,1,14,15,18
"68",2894,1,2730,1,12,14,18
"69",2925,1,2730,1,13,15,20
"70",3880,1,2547,1,12,14,21
"71",3965,1,10956,1,10,13,20
"72",4032,1,5701,1,11,14,19
"73",4896,1,3965,1,14,16,22
"74",5152,1,6807,1,13,15,20
"75",10592,1,12012,1,11,14,18
"76",12574,1,330,1,10,12,18
"77",2641,1,5573,1,14,17,22
"78",8645,1,9136,1,15,16,21
"79",12239,1,5573,1,14,15,19
