"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",4064,1,NA,NA,0,0,4
"2",10835,1,NA,NA,0,0,4
"3",9169,1,NA,NA,0,0,7
"4",8076,1,NA,NA,0,0,6
"5",9602,1,NA,NA,0,0,4
"6",5500,1,NA,NA,0,0,5
"7",5634,1,NA,NA,0,0,7
"8",322,1,NA,NA,0,0,6
"9",119,1,5500,1,4,5,11
"10",833,1,119,1,6,7,15
"11",6640,1,5634,1,4,6,9
"12",2876,1,8076,1,2,7,13
"13",10035,1,10719,1,8,9,16
"14",10390,1,1227,1,5,7,13
"15",1227,1,8076,1,4,5,11
"16",2804,1,2876,1,8,9,13
"17",10719,1,322,1,4,8,12
"18",2698,1,10035,1,10,12,20
"19",5499,1,6640,1,8,9,14
"20",8430,1,10719,1,9,10,19
"21",9758,1,119,1,7,9,14
"22",569,1,6640,1,7,10,15
"23",2723,1,2698,1,13,14,19
"24",7092,1,10035,1,12,13,18
"25",10210,1,569,1,11,12,18
"26",4310,1,4988,1,12,13,17
"27",4554,1,2804,1,10,11,16
"28",4988,1,10719,1,10,12,17
"29",6637,1,4554,1,13,16,23
"30",9105,1,7092,1,13,15,20
"31",2134,1,3156,1,14,17,22
"32",4930,1,4554,1,12,14,20
"33",5786,1,3156,1,14,15,20
"34",8318,1,2723,1,16,17,22
"35",9921,1,10035,1,11,12,18
"36",3172,1,3156,1,14,16,22
"37",6072,1,4554,1,13,15,20
"38",6456,1,2698,1,13,16,21
"39",3156,1,8430,1,12,13,20
"40",6240,1,9105,1,16,18,24
"41",254,1,9945,1,18,20,24
"42",1920,1,2723,1,16,19,27
"43",5910,1,9105,1,17,18,25
"44",6286,1,9105,1,17,18,22
"45",10686,1,5786,1,16,17,22
"46",1544,1,4930,1,16,18,24
"47",4941,1,7092,1,15,17,23
"48",5439,1,10686,1,18,20,25
"49",8317,1,8318,1,18,20,25
"50",9512,1,6637,1,17,18,25
"51",9734,1,2723,1,15,17,23
"52",9886,1,9734,1,18,20,27
"53",2424,1,10686,1,18,20,27
"54",3541,1,9945,1,18,21,24
"55",6089,1,2723,1,17,20,27
"56",9945,1,6072,1,16,17,23
"57",208,1,5910,1,19,21,27
"58",4110,1,5786,1,16,18,24
"59",5345,1,4930,1,15,18,24
"60",6301,1,9512,1,19,22,26
"61",6380,1,2723,1,16,18,25
"62",9486,1,6637,1,16,18,24
"63",6701,1,9734,1,18,20,25
"64",10753,1,1920,1,21,23,30
"65",4341,1,5439,1,21,24,29
"66",5025,1,3172,1,18,22,28
"67",5507,1,1956,1,23,24,33
"68",7458,1,3461,1,22,24,30
"69",2088,1,4941,1,18,22,28
"70",7552,1,2088,1,25,26,31
"71",643,1,10686,1,20,22,29
"72",1032,1,1491,1,25,27,33
"73",1956,1,8318,1,19,21,28
"74",3461,1,5910,1,19,21,29
"75",4973,1,5910,1,20,23,28
"76",8217,1,2088,1,23,27,35
"77",9778,1,10753,1,24,25,29
"78",10351,1,2424,1,23,27,34
"79",316,1,208,1,24,25,31
"80",660,1,208,1,25,27,31
"81",1491,1,9886,1,21,23,30
"82",2488,1,1491,1,26,28,34
"83",3556,1,8094,1,25,27,33
"84",5056,1,7052,1,27,28,34
"85",6966,1,9778,1,26,28,32
"86",7079,1,5103,1,26,27,32
"87",10382,1,643,1,24,26,31
"88",10444,1,6301,1,22,24,29
"89",10503,1,10753,1,25,27,32
"90",1512,1,9778,1,26,28,34
"91",3108,1,7552,1,27,28,32
"92",5103,1,643,1,23,25,32
"93",8648,1,10503,1,27,28,32
"94",9365,1,1956,1,24,26,31
"95",9546,1,316,1,26,29,32
"96",9840,1,7246,1,27,29,33
"97",9855,1,4973,1,26,27,30
"98",9879,1,10313,1,26,28,33
"99",768,1,10503,1,29,30,35
"100",1746,1,10351,1,28,29,33
"101",3228,1,9855,1,28,30,35
"102",5894,1,4341,1,27,28,35
"103",8094,1,9512,1,19,23,31
"104",9999,1,9879,1,29,30,36
"105",10313,1,1920,1,20,24,31
"106",479,1,5103,1,27,28,32
"107",6055,1,5056,1,29,30,35
"108",7052,1,4341,1,24,26,33
"109",9426,1,316,1,25,28,32
"110",9887,1,7246,1,27,30,34
"111",9914,1,10382,1,29,30,35
"112",10619,1,1032,1,28,29,34
"113",78,1,5056,1,31,32,38
"114",1321,1,10351,1,28,29,33
"115",1704,1,2249,1,30,32,37
"116",1886,1,3108,1,29,30,36
"117",3016,1,9840,1,30,32,37
"118",4431,1,1032,1,28,30,36
"119",4734,1,9365,1,27,29,34
"120",5638,1,1746,1,30,32,38
"121",7246,1,1920,1,22,26,33
"122",8330,1,3556,1,28,30,36
"123",8907,1,316,1,27,30,37
"124",8931,1,4734,1,30,31,36
"125",9451,1,242,1,30,32,37
"126",10514,1,7052,1,30,31,36
"127",242,1,7552,1,28,29,34
"128",707,1,4603,1,30,33,39
"129",1327,1,9426,1,30,33,38
"130",2249,1,10753,1,26,29,35
"131",2643,1,7458,1,26,28,34
"132",3015,1,242,1,30,31,38
"133",4343,1,1512,1,31,33,38
"134",4807,1,242,1,30,31,37
"135",4966,1,7552,1,28,31,36
"136",5521,1,660,1,28,29,34
"137",6199,1,5056,1,29,31,36
"138",8188,1,6199,1,31,32,36
"139",8766,1,6966,1,29,31,37
"140",9976,1,4966,1,31,32,36
"141",931,1,3108,1,31,34,40
"142",1753,1,78,1,32,33,38
"143",1756,1,1886,1,31,32,38
"144",2901,1,5894,1,30,31,36
"145",3526,1,316,1,27,31,37
"146",3901,1,10444,1,26,29,35
"147",4603,1,316,1,27,29,36
"148",6830,1,1512,1,30,33,39
"149",7155,1,7052,1,28,32,37
"150",10143,1,6678,1,33,34,38
"151",980,1,2886,1,32,33,37
"152",3018,1,2643,1,29,30,36
"153",3687,1,9887,1,32,34,41
"154",5102,1,9546,1,29,30,36
"155",6678,1,3228,1,31,32,39
"156",7391,1,6966,1,29,31,37
"157",8658,1,2249,1,31,33,39
"158",9980,1,9691,1,34,35,40
"159",1175,1,78,1,33,34,41
"160",1573,1,8079,1,34,36,41
"161",2886,1,5056,1,30,32,38
"162",3129,1,6678,1,33,35,39
"163",4135,1,9914,1,31,32,37
"164",4251,1,660,1,30,32,37
"165",5862,1,1886,1,31,33,38
"166",6837,1,3526,1,34,36,41
"167",8744,1,3015,1,33,35,40
"168",9691,1,1704,1,33,34,40
"169",1744,1,8648,1,30,33,38
"170",3236,1,9914,1,31,35,41
"171",3643,1,10851,1,35,37,42
"172",3720,1,9999,1,31,33,38
"173",5678,1,9225,1,36,37,43
"174",6171,1,6678,1,33,34,40
"175",6205,1,5894,1,32,34,39
"176",8118,1,6171,1,35,37,42
"177",8696,1,6055,1,30,34,39
"178",9225,1,1032,1,29,33,39
"179",9706,1,5638,1,33,34,39
"180",9796,1,980,1,35,37,41
"181",10851,1,5102,1,31,34,39
"182",1943,1,3720,1,34,36,42
"183",2056,1,1327,1,34,36,41
"184",4022,1,980,1,34,37,41
"185",4710,1,9225,1,35,38,43
"186",5219,1,5862,1,35,38,43
"187",5528,1,6199,1,31,33,40
"188",6559,1,8744,1,36,38,42
"189",6724,1,5862,1,34,36,41
"190",8038,1,4966,1,31,35,39
"191",8079,1,8648,1,29,31,39
"192",8436,1,10514,1,32,36,41
"193",8847,1,8696,1,35,37,42
"194",9797,1,78,1,35,38,42
"195",10592,1,8658,1,35,38,43
"196",89,1,4603,1,31,35,42
"197",193,1,736,1,37,38,43
"198",691,1,8436,1,37,39,46
"199",1552,1,3526,1,32,34,40
"200",1924,1,1744,1,35,36,42
"201",2887,1,1744,1,34,37,41
"202",3411,1,5862,1,35,37,41
"203",3414,1,242,1,32,35,41
"204",3629,1,707,1,35,38,44
"205",4320,1,3016,1,33,35,40
"206",5105,1,6830,1,35,37,41
"207",5979,1,2488,1,31,36,41
"208",6270,1,4807,1,33,35,40
"209",7619,1,980,1,34,36,41
"210",8518,1,8744,1,36,38,42
"211",736,1,5862,1,35,36,42
"212",1015,1,736,1,37,38,43
"213",2257,1,1573,1,37,39,43
"214",2552,1,3643,1,38,40,46
"215",2878,1,3643,1,38,40,44
"216",2898,1,8744,1,37,39,46
"217",3398,1,1758,1,39,40,45
"218",8576,1,9796,1,38,40,44
"219",9288,1,10851,1,35,37,43
"220",9676,1,1573,1,37,38,43
"221",10452,1,8436,1,37,39,44
"222",313,1,2056,1,39,40,46
"223",1758,1,1924,1,36,37,46
"224",4632,1,8744,1,38,40,45
"225",4708,1,6724,1,37,38,43
"226",6392,1,1396,1,36,38,44
"227",6993,1,4320,1,37,38,44
"228",7780,1,6205,1,36,38,44
"229",8523,1,7619,1,37,40,43
"230",9199,1,1175,1,36,38,42
"231",9380,1,7918,1,38,41,46
"232",10566,1,4022,1,38,39,44
"233",10782,1,3129,1,37,38,44
"234",1396,1,9225,1,34,35,43
"235",2325,1,1015,1,39,42,46
"236",2513,1,3236,1,39,41,46
"237",2654,1,2898,1,40,42,47
"238",3111,1,6242,1,40,42,47
"239",6306,1,9796,1,38,39,45
"240",6571,1,1396,1,36,38,44
"241",7918,1,980,1,34,37,43
"242",8496,1,6270,1,37,39,47
"243",9160,1,10782,1,39,41,46
"244",9804,1,4632,1,41,42,47
"245",18,1,1758,1,39,40,45
"246",846,1,3629,1,40,41,47
"247",963,1,1015,1,39,43,47
"248",1642,1,8436,1,38,40,46
"249",2645,1,6830,1,34,36,44
"250",6074,1,2513,1,42,43,48
"251",6242,1,7780,1,39,40,45
"252",8441,1,10783,1,41,43,46
"253",803,1,4632,1,40,43,50
"254",1460,1,2513,1,42,44,50
"255",1888,1,4708,1,40,43,49
"256",3077,1,3236,1,38,39,47
"257",3960,1,2552,1,42,44,48
"258",4220,1,9288,1,38,39,46
"259",7128,1,1573,1,38,39,47
"260",7251,1,3411,1,40,42,50
"261",7601,1,7128,1,41,42,47
"262",7920,1,193,1,40,43,48
"263",8249,1,4022,1,38,41,47
"264",10421,1,18,1,42,44,48
"265",10648,1,7918,1,39,41,47
"266",10899,1,2552,1,41,43,47
"267",3581,1,8496,1,40,45,49
"268",3859,1,5772,1,41,43,49
"269",3892,1,6392,1,41,42,48
"270",4019,1,5772,1,42,43,47
"271",4470,1,6074,1,44,45,50
"272",4859,1,5219,1,39,42,47
"273",5169,1,18,1,41,43,48
"274",5772,1,3643,1,39,41,46
"275",6081,1,6074,1,44,45,49
"276",6865,1,2513,1,42,44,50
"277",8068,1,9079,1,42,43,48
"278",8244,1,8523,1,41,44,48
"279",701,1,2513,1,43,45,50
"280",2419,1,5169,1,44,45,49
"281",3381,1,9160,1,43,45,50
"282",5954,1,3629,1,40,45,50
"283",6311,1,7601,1,43,44,49
"284",6681,1,3398,1,41,44,49
"285",9079,1,4022,1,38,40,48
"286",9095,1,3892,1,43,44,48
"287",10176,1,9804,1,44,46,51
"288",10783,1,9676,1,39,40,48
"289",580,1,9380,1,44,46,51
"290",2988,1,2898,1,41,43,48
"291",2995,1,691,1,39,42,48
"292",3254,1,8523,1,41,43,50
"293",3256,1,2878,1,41,43,49
"294",3386,1,2513,1,43,45,51
"295",3757,1,1642,1,42,45,49
"296",3985,1,6681,1,46,47,52
"297",5017,1,1642,1,41,44,49
"298",6037,1,10566,1,40,44,50
"299",6443,1,10648,1,43,44,48
"300",9482,1,6571,1,40,43,49
"301",2432,1,8441,1,45,47,51
"302",2593,1,3077,1,41,43,49
"303",2620,1,5017,1,46,48,54
"304",3983,1,846,1,44,46,50
"305",5233,1,8249,1,42,45,50
"306",6623,1,2654,1,44,46,51
"307",7425,1,3757,1,46,48,53
"308",7560,1,3381,1,46,48,52
"309",9022,1,5419,1,46,48,52
"310",9174,1,5219,1,40,45,51
"311",131,1,2988,1,44,46,51
"312",969,1,7918,1,40,43,50
"313",1239,1,3757,1,47,48,53
"314",2673,1,8486,1,46,47,52
"315",3482,1,7163,1,47,49,53
"316",3508,1,2988,1,44,46,51
"317",3957,1,9174,1,48,49,56
"318",4086,1,580,1,46,48,53
"319",4514,1,5419,1,48,49,56
"320",5419,1,4859,1,44,45,50
"321",7163,1,2419,1,46,47,54
"322",7917,1,1460,1,46,49,53
"323",9374,1,3386,1,46,48,53
"324",1343,1,5954,1,46,48,53
"325",1412,1,701,1,46,47,55
"326",1436,1,9509,1,47,48,52
"327",2624,1,580,1,47,48,53
"328",2679,1,6865,1,45,49,56
"329",2715,1,199,1,47,48,54
"330",4296,1,9022,1,49,50,57
"331",4713,1,6311,1,45,48,52
"332",4974,1,3985,1,49,50,56
"333",5147,1,7601,1,45,46,51
"334",5993,1,2673,1,47,49,53
"335",6161,1,7163,1,48,49,55
"336",7698,1,8244,1,46,47,53
"337",8486,1,2325,1,43,45,51
"338",8985,1,5474,1,48,49,55
