"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",5892,1,NA,NA,0,0,5
"2",11091,1,NA,NA,0,0,5
"3",1054,1,NA,NA,0,0,5
"4",6049,1,NA,NA,0,0,5
"5",13185,1,NA,NA,0,0,6
"6",13886,1,NA,NA,0,0,4
"7",5572,1,NA,NA,0,0,5
"8",11075,1,5892,1,2,3,8
"9",108,1,NA,NA,0,0,6
"10",8085,1,NA,NA,0,0,6
"11",14442,1,5572,1,1,3,10
"12",8003,1,3026,1,3,5,9
"13",11084,1,5892,1,1,4,11
"14",13390,1,13886,1,2,5,11
"15",3026,1,11091,1,1,3,9
"16",5727,1,13390,1,7,8,14
"17",2442,1,13390,1,6,8,15
"18",4322,1,11084,1,5,6,11
"19",9483,1,3026,1,4,6,15
"20",10209,1,5572,1,4,7,13
"21",11535,1,13886,1,2,3,11
"22",11733,1,9483,1,7,10,15
"23",1900,1,11733,1,10,11,14
"24",8901,1,2442,1,8,10,14
"25",3719,1,9483,1,8,10,16
"26",8706,1,1054,1,4,7,14
"27",12238,1,10209,1,10,12,17
"28",637,1,4931,1,11,13,19
"29",1344,1,3719,1,12,13,18
"30",8682,1,3719,1,10,11,16
"31",9593,1,8706,1,11,12,19
"32",12560,1,8901,1,10,13,17
"33",728,1,2442,1,9,11,15
"34",922,1,5727,1,10,11,16
"35",7508,1,3719,1,10,12,17
"36",12080,1,12238,1,12,13,18
"37",2339,1,6578,1,14,15,22
"38",4931,1,13390,1,8,10,17
"39",7754,1,13390,1,9,11,16
"40",394,1,9593,1,13,15,20
"41",6578,1,922,1,12,13,17
"42",8253,1,728,1,12,13,18
"43",8464,1,8901,1,12,14,18
"44",3049,1,1900,1,13,14,21
"45",6239,1,13321,1,15,17,24
"46",7256,1,8862,1,15,17,22
"47",9295,1,7508,1,13,15,20
"48",9988,1,9593,1,13,15,22
"49",11174,1,4322,1,8,12,20
"50",13321,1,11733,1,11,13,18
"51",14207,1,7202,1,15,16,22
"52",3897,1,728,1,13,15,20
"53",6823,1,8682,1,14,18,24
"54",8600,1,922,1,14,16,20
"55",8862,1,4931,1,12,13,20
"56",1883,1,14207,1,17,19,24
"57",4686,1,6578,1,15,17,22
"58",6602,1,7754,1,13,15,20
"59",6895,1,3049,1,15,18,23
"60",7202,1,7508,1,13,14,21
"61",9470,1,6578,1,15,16,25
"62",13855,1,12560,1,14,16,21
"63",91,1,8600,1,17,18,22
"64",2606,1,6415,1,18,20,23
"65",7257,1,8152,1,17,19,25
"66",8152,1,12080,1,14,16,21
"67",8878,1,9988,1,17,20,26
"68",14495,1,394,1,17,19,24
"69",609,1,394,1,16,18,22
"70",3107,1,6823,1,19,21,25
"71",3781,1,4686,1,17,20,24
"72",5024,1,6578,1,15,18,23
"73",5878,1,3049,1,16,17,24
"74",7072,1,1344,1,15,19,22
"75",9601,1,13321,1,15,17,23
"76",11079,1,7256,1,18,19,24
"77",13767,1,12238,1,14,18,24
"78",835,1,8253,1,15,18,24
"79",4922,1,91,1,19,20,25
"80",6164,1,5024,1,20,21,26
"81",6415,1,8682,1,13,16,23
"82",7423,1,8464,1,16,18,25
"83",8187,1,6415,1,17,18,24
"84",8454,1,91,1,18,20,27
"85",9117,1,14495,1,19,21,26
"86",10347,1,11079,1,20,22,26
"87",1357,1,2339,1,17,20,24
"88",1934,1,14167,1,21,23,29
"89",2978,1,7202,1,16,17,24
"90",3972,1,9929,1,21,23,29
"91",4362,1,5024,1,19,22,28
"92",8011,1,5024,1,21,22,28
"93",9976,1,2339,1,16,19,24
"94",10822,1,6895,1,19,21,27
"95",14167,1,13855,1,18,20,25
"96",14489,1,9929,1,22,23,27
"97",14504,1,8454,1,21,22,28
"98",3357,1,9601,1,18,20,27
"99",6938,1,665,1,22,24,33
"100",8544,1,9601,1,17,19,26
"101",9496,1,8544,1,21,22,28
"102",13606,1,394,1,17,19,25
"103",665,1,6823,1,20,21,26
"104",1087,1,5878,1,19,21,26
"105",1428,1,3697,1,20,22,29
"106",1473,1,4362,1,22,25,30
"107",3662,1,10822,1,24,25,29
"108",3697,1,7256,1,18,20,28
"109",5237,1,7423,1,21,23,29
"110",5267,1,665,1,22,23,28
"111",9929,1,8600,1,18,20,26
"112",11640,1,8011,1,24,25,31
"113",12970,1,9976,1,20,23,27
"114",13073,1,4362,1,24,25,29
"115",14106,1,2978,1,19,25,32
"116",878,1,1883,1,21,22,28
"117",4166,1,3563,1,24,26,29
"118",4557,1,3697,1,21,23,29
"119",6819,1,13606,1,24,25,31
"120",7885,1,1934,1,25,26,31
"121",8441,1,3972,1,25,26,32
"122",10826,1,10347,1,23,25,32
"123",10959,1,2978,1,20,23,28
"124",13049,1,3781,1,21,23,29
"125",13331,1,10959,1,24,26,30
"126",13769,1,7257,1,20,22,29
"127",13849,1,2606,1,21,24,29
"128",1375,1,7423,1,19,23,29
"129",3563,1,4922,1,21,23,29
"130",5471,1,2606,1,21,24,30
"131",7988,1,878,1,23,25,29
"132",8450,1,12970,1,25,27,32
"133",11147,1,6823,1,20,23,28
"134",13350,1,13073,1,26,27,32
"135",13548,1,3107,1,22,23,29
"136",13816,1,14504,1,24,25,30
"137",831,1,1883,1,22,24,29
"138",1648,1,6164,1,22,24,29
"139",2173,1,7885,1,27,28,34
"140",4021,1,3697,1,22,23,29
"141",4493,1,14409,1,26,27,33
"142",4777,1,10822,1,22,24,30
"143",6134,1,1869,1,27,28,33
"144",6866,1,8175,1,26,27,33
"145",12404,1,4777,1,25,26,34
"146",13602,1,11483,1,27,28,34
"147",686,1,6164,1,24,27,32
"148",1599,1,3563,1,26,28,34
"149",1786,1,1648,1,25,27,32
"150",1898,1,4362,1,24,27,35
"151",2010,1,10347,1,23,25,30
"152",6685,1,1934,1,24,26,31
"153",6971,1,8175,1,26,28,34
"154",7019,1,1473,1,26,27,32
"155",8175,1,831,1,24,26,34
"156",10227,1,14489,1,25,27,33
"157",10863,1,1934,1,24,27,33
"158",11455,1,3781,1,21,24,32
"159",11483,1,10822,1,24,25,30
"160",12476,1,6819,1,27,28,33
"161",13470,1,13073,1,27,29,34
"162",13560,1,7988,1,26,29,33
"163",13697,1,6685,1,28,29,35
"164",14155,1,11483,1,26,27,33
"165",14409,1,10347,1,24,25,30
"166",14423,1,878,1,25,27,31
"167",286,1,2281,1,26,27,32
"168",368,1,2010,1,27,29,34
"169",464,1,4166,1,28,29,32
"170",1869,1,10822,1,23,26,31
"171",3678,1,14106,1,26,27,33
"172",5857,1,10959,1,25,27,31
"173",6772,1,7797,1,28,30,36
"174",6916,1,831,1,25,27,34
"175",7797,1,4777,1,26,27,32
"176",7987,1,1428,1,24,27,31
"177",11571,1,13350,1,28,30,34
"178",54,1,14155,1,28,31,36
"179",919,1,7885,1,28,30,36
"180",2281,1,1087,1,23,25,32
"181",3950,1,1648,1,25,27,32
"182",4956,1,13350,1,28,31,35
"183",5464,1,13816,1,27,29,35
"184",5811,1,13350,1,29,30,37
"185",8715,1,286,1,28,29,36
"186",9291,1,14409,1,28,31,37
"187",13141,1,11455,1,26,28,34
"188",1788,1,8175,1,27,30,35
"189",2114,1,1869,1,28,31,38
"190",2347,1,8175,1,27,29,34
"191",3375,1,6772,1,31,32,37
"192",4624,1,1786,1,28,29,35
"193",4662,1,3662,1,26,29,33
"194",6950,1,9990,1,29,31,36
"195",7410,1,1599,1,31,32,37
"196",9844,1,1473,1,27,30,34
"197",10095,1,6685,1,28,30,35
"198",10658,1,6819,1,26,28,35
"199",10953,1,2173,1,29,32,38
"200",13423,1,4662,1,31,32,39
"201",645,1,2347,1,31,33,37
"202",696,1,6134,1,30,33,39
"203",2273,1,1599,1,29,31,36
"204",3998,1,1599,1,29,33,38
"205",6884,1,919,1,32,33,39
"206",7367,1,13331,1,27,28,34
"207",8814,1,6971,1,29,33,38
"208",8915,1,4624,1,30,32,38
"209",9990,1,11455,1,26,28,34
"210",10124,1,13849,1,25,28,34
"211",11353,1,6134,1,28,30,38
"212",11482,1,5464,1,30,32,39
"213",12722,1,13073,1,25,30,35
"214",12785,1,10095,1,30,31,37
"215",195,1,7987,1,30,33,38
"216",2732,1,6916,1,28,30,35
"217",3159,1,10863,1,28,31,37
"218",4865,1,14106,1,27,30,35
"219",4945,1,5237,1,26,28,35
"220",5876,1,10658,1,31,32,40
"221",6019,1,286,1,29,32,39
"222",6483,1,11571,1,31,33,36
"223",7156,1,6134,1,31,34,40
"224",7802,1,12476,1,29,31,38
"225",7889,1,5811,1,31,33,38
"226",9629,1,12476,1,29,30,37
"227",10354,1,7367,1,29,30,37
"228",10695,1,6685,1,28,31,35
"229",11693,1,11699,1,33,34,39
"230",14550,1,6971,1,30,31,36
"231",635,1,1869,1,28,30,36
"232",1156,1,7802,1,33,35,40
"233",4752,1,10095,1,31,32,39
"234",4943,1,4662,1,31,33,39
"235",5846,1,2114,1,32,34,41
"236",7179,1,9291,1,32,34,39
"237",7551,1,6134,1,31,33,37
"238",7749,1,13141,1,31,33,38
"239",8774,1,6134,1,29,33,40
"240",9485,1,5876,1,33,35,40
"241",10314,1,1788,1,32,33,37
"242",10324,1,11571,1,31,33,37
"243",11699,1,4662,1,30,31,37
"244",13177,1,13141,1,29,32,36
"245",121,1,8774,1,34,35,40
"246",1432,1,10658,1,29,32,37
"247",1499,1,4752,1,33,35,40
"248",1991,1,4752,1,33,35,40
"249",3024,1,13423,1,33,34,39
"250",3152,1,10354,1,32,34,38
"251",3437,1,4624,1,30,32,38
"252",3475,1,7749,1,34,35,41
"253",4607,1,11353,1,32,35,40
"254",4726,1,9966,1,34,35,40
"255",4823,1,10695,1,32,33,40
"256",7054,1,10314,1,34,36,42
"257",8184,1,10104,1,34,36,42
"258",8189,1,8715,1,32,33,39
"259",8229,1,14155,1,30,32,37
"260",9474,1,11699,1,34,36,40
"261",9729,1,6950,1,32,36,41
"262",10516,1,3024,1,35,36,40
"263",10892,1,11693,1,34,35,39
"264",12548,1,12423,1,33,34,41
"265",12901,1,4956,1,32,33,38
"266",13587,1,9291,1,32,33,37
"267",14444,1,8915,1,34,35,39
"268",660,1,4752,1,36,37,43
"269",1318,1,10953,1,33,35,42
"270",1469,1,4662,1,32,35,41
"271",2777,1,8909,1,35,36,40
"272",4484,1,4607,1,36,37,41
"273",5546,1,12476,1,30,33,38
"274",6181,1,10095,1,31,33,39
"275",6852,1,10695,1,32,33,38
"276",8146,1,4752,1,35,36,42
"277",8460,1,13470,1,31,33,39
"278",9504,1,14444,1,36,37,41
"279",9966,1,11699,1,32,33,39
"280",10104,1,9844,1,32,34,39
"281",10886,1,10953,1,34,36,41
"282",11310,1,13560,1,30,32,38
"283",12423,1,1599,1,31,32,40
"284",13496,1,1991,1,36,37,42
"285",14383,1,3375,1,34,37,41
"286",669,1,7749,1,35,36,42
"287",962,1,8909,1,35,36,42
"288",1360,1,1469,1,36,37,43
"289",1637,1,4752,1,33,35,40
"290",1873,1,10104,1,35,38,43
"291",2512,1,5876,1,33,37,42
"292",3654,1,7410,1,33,34,40
"293",4147,1,6019,1,34,35,41
"294",4330,1,10658,1,30,33,39
"295",5322,1,11693,1,36,37,43
"296",6336,1,11482,1,34,38,42
"297",6708,1,5603,1,37,38,43
"298",7687,1,11693,1,36,37,42
"299",8909,1,10695,1,32,34,39
"300",9538,1,13697,1,30,35,41
"301",9837,1,2273,1,32,35,41
"302",10358,1,5603,1,37,38,42
"303",10773,1,8814,1,35,37,43
"304",10900,1,8814,1,35,38,44
"305",11708,1,8715,1,30,34,40
"306",13002,1,3159,1,33,35,40
"307",14257,1,7410,1,32,34,39
"308",261,1,11693,1,36,37,44
