"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",3663,1,NA,NA,0,0,6
"2",3351,1,NA,NA,0,0,5
"3",7864,1,NA,NA,0,0,5
"4",8425,1,NA,NA,0,0,5
"5",9987,1,1758,1,2,3,9
"6",11256,1,NA,NA,0,0,6
"7",1758,1,NA,NA,0,0,5
"8",14848,1,NA,NA,0,0,5
"9",385,1,9260,1,3,5,11
"10",5146,1,9260,1,4,5,10
"11",3254,1,7213,1,4,6,11
"12",14575,1,8425,1,2,3,8
"13",7213,1,9967,1,3,4,11
"14",9260,1,11256,1,1,3,8
"15",9967,1,7864,1,1,3,9
"16",1389,1,3351,1,4,6,10
"17",2063,1,7213,1,5,6,12
"18",4435,1,7213,1,5,6,13
"19",14128,1,927,1,10,11,15
"20",14317,1,5146,1,9,11,15
"21",927,1,2063,1,7,9,15
"22",6250,1,10939,1,9,10,16
"23",10939,1,9967,1,5,9,15
"24",11279,1,10939,1,11,12,17
"25",4825,1,3254,1,8,9,14
"26",2851,1,6250,1,12,14,19
"27",7678,1,4825,1,10,11,16
"28",13107,1,1389,1,9,13,17
"29",12187,1,3254,1,9,12,18
"30",2670,1,10939,1,14,16,21
"31",4037,1,4435,1,11,16,22
"32",4583,1,6250,1,12,14,18
"33",12061,1,927,1,10,12,19
"34",10060,1,13107,1,16,17,23
"35",10991,1,6250,1,12,17,23
"36",13913,1,4583,1,16,19,25
"37",6455,1,4037,1,18,20,26
"38",10726,1,4583,1,15,17,21
"39",1529,1,2851,1,15,18,24
"40",2780,1,4037,1,17,19,25
"41",6426,1,4583,1,17,18,24
"42",10894,1,4583,1,15,19,25
"43",13179,1,2670,1,17,20,26
"44",14204,1,2851,1,16,19,25
"45",2767,1,8933,1,20,23,28
"46",12888,1,13107,1,15,18,24
"47",13969,1,2851,1,16,18,24
"48",14825,1,13179,1,21,23,27
"49",5686,1,6426,1,20,21,26
"50",7641,1,6426,1,20,23,27
"51",8933,1,4037,1,17,19,26
"52",12926,1,11836,1,22,24,30
"53",14261,1,12888,1,19,21,25
"54",14457,1,6455,1,21,22,26
"55",683,1,10894,1,20,21,26
"56",5283,1,13179,1,23,25,31
"57",8394,1,12888,1,20,24,29
"58",11836,1,10726,1,18,22,27
"59",1857,1,6455,1,22,24,30
"60",3067,1,12926,1,24,26,30
"61",2393,1,11836,1,24,27,32
"62",5963,1,14457,1,22,25,30
"63",7947,1,2767,1,24,26,31
"64",10341,1,14825,1,24,27,34
"65",13185,1,683,1,24,26,32
"66",7334,1,13179,1,23,25,31
"67",9148,1,1857,1,26,27,32
"68",10119,1,5964,1,27,28,33
"69",14053,1,5963,1,26,28,34
"70",6712,1,3067,1,27,28,33
"71",10217,1,9991,1,27,29,34
"72",3238,1,13179,1,23,24,31
"73",9285,1,5964,1,28,29,33
"74",9991,1,11836,1,23,25,31
"75",12844,1,14457,1,24,26,32
"76",13137,1,9148,1,27,28,35
"77",585,1,5283,1,26,29,35
"78",4746,1,5074,1,30,31,37
"79",5074,1,1857,1,26,27,32
"80",5491,1,1857,1,27,29,34
"81",5964,1,7641,1,24,26,33
"82",11320,1,585,1,30,31,37
"83",2167,1,10119,1,29,32,36
"84",7457,1,10341,1,28,29,34
"85",7904,1,13185,1,28,29,33
"86",8389,1,14053,1,30,32,36
"87",3065,1,7947,1,30,33,38
"88",7891,1,10119,1,29,32,38
"89",8455,1,13137,1,31,32,37
"90",10327,1,1974,1,31,32,38
"91",1974,1,2393,1,28,30,35
"92",2813,1,9148,1,29,30,38
"93",4222,1,8389,1,33,34,40
"94",7820,1,7904,1,30,34,40
"95",8180,1,2571,1,32,34,39
"96",11107,1,5074,1,28,31,36
"97",11378,1,10341,1,29,31,35
"98",10343,1,2167,1,32,33,39
"99",14498,1,1974,1,32,34,40
"100",1194,1,11378,1,33,35,41
"101",1865,1,5491,1,31,33,38
"102",2523,1,4746,1,32,33,38
"103",3803,1,8389,1,34,36,41
"104",3988,1,8291,1,33,34,41
"105",4448,1,5491,1,32,33,38
"106",5815,1,8455,1,34,35,40
"107",8076,1,2813,1,31,35,42
"108",8370,1,2767,1,27,30,37
"109",11885,1,8291,1,34,35,41
"110",13172,1,8370,1,31,33,38
"111",14836,1,13172,1,33,34,39
"112",482,1,11107,1,32,34,41
"113",694,1,10327,1,34,35,40
"114",2571,1,14053,1,29,31,38
"115",4730,1,2571,1,32,34,39
"116",5218,1,11320,1,34,35,38
"117",6295,1,1865,1,34,36,42
"118",6565,1,8680,1,35,37,40
"119",8291,1,2813,1,31,33,39
"120",8680,1,1974,1,32,34,40
"121",12308,1,10327,1,33,35,39
"122",19,1,1974,1,30,36,41
"123",3413,1,10966,1,36,37,41
"124",4985,1,8291,1,34,35,39
"125",8352,1,1865,1,36,38,42
"126",10238,1,10966,1,34,36,41
"127",10966,1,2393,1,29,33,39
"128",11156,1,7820,1,35,37,43
"129",11326,1,6680,1,35,36,43
"130",586,1,14498,1,35,36,42
"131",1064,1,7891,1,32,34,40
"132",2246,1,11378,1,33,35,40
"133",3839,1,7820,1,35,36,41
"134",5314,1,3803,1,37,39,44
"135",8910,1,8370,1,33,35,45
"136",9955,1,11885,1,36,39,44
"137",11503,1,3803,1,37,39,43
"138",14740,1,4557,1,37,39,44
"139",2515,1,12308,1,37,38,43
"140",2774,1,1865,1,33,36,41
"141",3117,1,8076,1,36,37,43
"142",4306,1,13329,1,37,38,44
"143",4541,1,2523,1,33,36,41
"144",5970,1,11156,1,38,40,45
"145",13265,1,19,1,37,39,43
"146",13329,1,4730,1,35,36,41
"147",13568,1,3065,1,35,39,43
"148",13990,1,11506,1,38,39,42
"149",2729,1,9955,1,40,41,47
"150",3160,1,6260,1,38,41,48
"151",5272,1,3117,1,39,40,46
"152",5620,1,8680,1,35,37,43
"153",6680,1,2813,1,32,34,42
"154",9193,1,694,1,38,40,45
