"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",11379,1,NA,NA,0,0,6
"2",119,1,NA,NA,0,0,6
"3",5088,1,NA,NA,0,0,5
"4",10610,1,NA,NA,0,0,5
"5",1755,1,NA,NA,0,0,6
"6",9225,1,10610,1,2,3,9
"7",3364,1,5088,1,3,5,9
"8",4027,1,7096,1,3,4,9
"9",9163,1,5088,1,2,4,11
"10",7096,1,119,1,1,3,9
"11",9976,1,9225,1,6,7,12
"12",2230,1,9163,1,5,8,14
"13",4166,1,11379,1,1,4,9
"14",7325,1,4369,1,6,8,13
"15",579,1,4141,1,7,8,13
"16",4141,1,4166,1,4,6,12
"17",5792,1,3364,1,6,9,13
"18",8199,1,4369,1,7,8,14
"19",9654,1,4141,1,7,9,15
"20",7251,1,7096,1,7,9,13
"21",4193,1,9976,1,8,11,16
"22",4369,1,9225,1,4,5,12
"23",9064,1,579,1,8,11,17
"24",149,1,3364,1,6,9,17
"25",5340,1,4141,1,8,10,14
"26",10544,1,8199,1,9,11,17
"27",10621,1,9654,1,10,12,18
"28",1021,1,4027,1,7,10,16
"29",1644,1,4166,1,8,10,15
"30",2024,1,9654,1,9,11,16
"31",3953,1,7251,1,11,12,18
"32",4886,1,9654,1,10,11,15
"33",6614,1,9654,1,10,13,18
"34",9603,1,7251,1,11,13,18
"35",819,1,2230,1,9,11,17
"36",2556,1,2230,1,12,14,19
"37",4967,1,4141,1,9,11,16
"38",5498,1,579,1,10,12,19
"39",5643,1,2230,1,8,9,16
"40",9199,1,1021,1,12,15,22
"41",1203,1,9603,1,14,16,22
"42",1664,1,8199,1,10,11,17
"43",5617,1,5643,1,11,15,21
"44",7455,1,7325,1,9,11,17
"45",10915,1,10621,1,13,16,20
"46",839,1,579,1,11,14,19
"47",4483,1,9976,1,9,12,18
"48",7983,1,5498,1,13,16,20
"49",10748,1,1021,1,11,14,18
"50",1625,1,7455,1,12,13,20
"51",2902,1,1664,1,12,15,21
"52",7818,1,743,1,16,18,23
"53",743,1,9603,1,14,15,21
"54",9207,1,2024,1,12,15,20
"55",3668,1,1664,1,12,17,22
"56",6333,1,839,1,15,17,21
"57",7583,1,1625,1,14,16,22
"58",379,1,9603,1,15,16,23
"59",3901,1,743,1,16,17,22
"60",6265,1,7818,1,19,21,25
"61",9632,1,9603,1,15,18,24
"62",10226,1,9603,1,15,17,22
"63",4881,1,2556,1,15,20,25
"64",5082,1,5498,1,17,20,26
"65",5357,1,5669,1,19,21,26
"66",5669,1,2556,1,17,18,23
"67",6182,1,1203,1,19,22,28
"68",7545,1,10226,1,18,19,24
"69",11175,1,7983,1,17,21,28
"70",1463,1,7545,1,21,23,29
"71",2824,1,11175,1,22,23,29
"72",3596,1,5669,1,19,20,25
"73",5439,1,3901,1,20,22,26
"74",10067,1,6333,1,19,20,27
"75",11371,1,10226,1,18,19,24
"76",1385,1,5439,1,22,23,28
"77",4331,1,6333,1,20,21,27
"78",5736,1,7818,1,18,20,26
"79",5802,1,5669,1,18,23,29
"80",7989,1,6333,1,18,20,26
"81",9817,1,7545,1,20,24,28
"82",10742,1,6265,1,21,23,28
"83",9944,1,11371,1,20,23,28
"84",10195,1,5082,1,21,24,30
"85",10365,1,7983,1,17,25,30
"86",2828,1,4331,1,22,23,30
"87",4517,1,10226,1,18,20,27
"88",6225,1,6333,1,18,20,27
"89",6512,1,4331,1,22,23,27
"90",10679,1,4331,1,21,23,27
"91",11315,1,668,1,24,26,32
"92",466,1,9817,1,25,26,31
"93",6586,1,5439,1,23,24,30
"94",8078,1,11371,1,20,22,28
"95",8100,1,11371,1,20,24,28
"96",10980,1,5357,1,22,25,32
"97",11263,1,4331,1,23,26,33
"98",668,1,6182,1,22,24,29
"99",2171,1,10980,1,26,28,32
"100",3913,1,10195,1,26,28,33
"101",5380,1,668,1,25,28,33
"102",7895,1,8078,1,25,27,34
"103",10854,1,6265,1,22,25,33
"104",738,1,4880,1,27,28,35
"105",2132,1,2828,1,24,25,30
"106",2912,1,2132,1,26,28,32
"107",5335,1,6586,1,25,26,31
"108",6862,1,10854,1,27,29,34
"109",10138,1,6586,1,26,29,35
"110",10644,1,466,1,27,28,34
"111",4880,1,2824,1,24,25,33
"112",6434,1,6265,1,24,26,33
"113",10527,1,7895,1,28,30,34
"114",11445,1,5439,1,24,26,32
"115",354,1,8100,1,25,28,33
"116",497,1,1896,1,30,31,34
"117",2248,1,9704,1,30,31,35
"118",5263,1,4582,1,30,31,35
"119",6057,1,6434,1,28,31,36
"120",7028,1,9817,1,27,30,35
"121",7259,1,10551,1,30,31,36
"122",10551,1,9704,1,28,29,34
"123",10708,1,6586,1,25,28,34
"124",10868,1,10980,1,27,30,35
"125",11192,1,5439,1,24,28,33
"126",441,1,712,1,30,32,37
"127",1265,1,10365,1,26,28,34
"128",1311,1,738,1,29,30,33
"129",1896,1,10980,1,26,29,34
"130",2837,1,10507,1,29,32,38
"131",4582,1,7895,1,27,29,36
"132",4875,1,6862,1,30,32,38
"133",5054,1,738,1,29,31,35
"134",6967,1,5380,1,29,31,37
"135",9704,1,8100,1,25,27,33
"136",646,1,6434,1,26,28,35
"137",712,1,10195,1,27,29,34
"138",2979,1,6862,1,29,32,38
"139",4270,1,7273,1,32,33,37
"140",4823,1,9704,1,28,30,35
"141",5874,1,712,1,30,33,36
"142",5912,1,668,1,25,28,34
"143",10507,1,1463,1,25,28,34
"144",6167,1,5335,1,27,29,35
"145",6867,1,7574,1,33,34,39
"146",7732,1,2837,1,33,34,39
"147",8990,1,9475,1,32,34,38
"148",9237,1,6967,1,33,34,42
"149",9833,1,8440,1,32,34,40
"150",3826,1,7273,1,32,34,39
"151",4871,1,10980,1,29,32,36
"152",6774,1,6862,1,30,33,36
"153",8440,1,4880,1,26,30,36
"154",9397,1,4582,1,31,33,37
"155",9475,1,5380,1,29,31,36
"156",1154,1,7574,1,34,35,41
"157",1370,1,10644,1,32,34,40
"158",2429,1,9397,1,34,36,41
"159",2826,1,712,1,31,33,37
"160",4906,1,5263,1,32,34,39
"161",5887,1,4152,1,34,36,40
"162",7574,1,9704,1,29,32,38
"163",7683,1,6774,1,34,36,40
"164",8056,1,6057,1,33,34,39
"165",8302,1,7854,1,34,35,41
