"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",2108,1,NA,NA,0,0,4
"2",5566,1,NA,NA,0,0,4
"3",6700,1,NA,NA,0,0,5
"4",7523,1,NA,NA,0,0,6
"5",8760,1,NA,NA,0,0,4
"6",3473,1,NA,NA,0,0,6
"7",7747,1,NA,NA,0,0,6
"8",8364,1,2108,1,1,3,8
"9",4561,1,8760,1,1,3,9
"10",7446,1,8760,1,1,3,9
"11",6742,1,4561,1,5,6,11
"12",2204,1,2108,1,3,5,9
"13",2793,1,7446,1,4,6,11
"14",2767,1,8364,1,4,6,12
"15",4686,1,2793,1,7,9,14
"16",6998,1,7747,1,3,5,11
"17",9879,1,1140,1,6,8,16
"18",1140,1,6700,1,3,6,11
"19",3835,1,4561,1,3,7,13
"20",4172,1,3835,1,8,9,14
"21",6263,1,4561,1,6,9,13
"22",6809,1,6998,1,6,9,15
"23",7271,1,8364,1,4,8,15
"24",7703,1,3835,1,8,10,15
"25",860,1,4495,1,9,11,19
"26",2719,1,3835,1,10,11,16
"27",3272,1,7253,1,11,12,18
"28",5530,1,2793,1,9,11,18
"29",4283,1,6809,1,10,13,20
"30",4495,1,2204,1,7,9,15
"31",6798,1,9879,1,9,13,18
"32",9052,1,7253,1,12,13,17
"33",2598,1,7253,1,10,13,21
"34",3969,1,6998,1,9,12,18
"35",5796,1,6809,1,10,11,18
"36",5873,1,7271,1,9,11,17
"37",6983,1,6263,1,11,13,18
"38",7335,1,6998,1,7,12,20
"39",9483,1,860,1,12,14,18
"40",10254,1,3272,1,12,13,17
"41",3849,1,7703,1,12,13,18
"42",5941,1,7703,1,13,15,18
"43",6405,1,7703,1,12,14,18
"44",8922,1,7271,1,10,13,17
"45",9627,1,3835,1,8,11,17
"46",2694,1,9879,1,10,12,18
"47",3221,1,7253,1,12,14,18
"48",4512,1,7253,1,11,12,17
"49",4700,1,5873,1,12,14,20
"50",6810,1,7703,1,13,14,20
"51",6982,1,4283,1,14,16,21
"52",7253,1,2793,1,8,10,17
"53",8838,1,4172,1,11,13,18
"54",9455,1,9627,1,11,13,19
"55",2931,1,6983,1,14,16,21
"56",3152,1,3969,1,14,17,23
"57",4260,1,7915,1,16,17,22
"58",5179,1,4512,1,12,14,19
"59",6874,1,9483,1,15,17,21
"60",9343,1,8415,1,14,16,21
"61",453,1,8415,1,14,15,21
"62",520,1,4172,1,11,14,20
"63",731,1,8602,1,16,17,22
"64",1099,1,6810,1,15,17,22
"65",1416,1,520,1,15,16,20
"66",2490,1,9879,1,15,17,22
"67",4167,1,5179,1,16,17,23
"68",8438,1,4512,1,14,16,21
"69",9224,1,6405,1,15,16,22
"70",4227,1,6405,1,15,18,22
"71",6520,1,9455,1,14,18,23
"72",6674,1,2719,1,14,16,23
"73",8288,1,7703,1,13,16,21
"74",8415,1,7335,1,12,13,20
"75",8602,1,2598,1,14,15,20
"76",9069,1,9224,1,17,19,25
"77",1715,1,3577,1,16,17,21
"78",3098,1,4785,1,18,20,26
"79",3394,1,2931,1,18,20,24
"80",3494,1,3221,1,15,17,23
"81",3884,1,6982,1,17,18,22
"82",4654,1,9483,1,15,17,21
"83",4750,1,6798,1,14,17,21
"84",5349,1,2694,1,13,17,23
"85",5709,1,8415,1,15,17,23
"86",6148,1,8288,1,17,19,25
"87",7541,1,520,1,16,17,21
"88",7915,1,7703,1,13,15,21
"89",7935,1,7541,1,18,20,24
"90",7936,1,8415,1,15,17,22
"91",9261,1,9343,1,17,19,26
"92",9646,1,8831,1,19,20,25
"93",10165,1,9224,1,18,20,26
"94",1704,1,7915,1,17,19,27
"95",2359,1,9343,1,18,20,25
"96",3532,1,8438,1,17,19,25
"97",3561,1,8602,1,17,19,24
"98",3577,1,6742,1,10,14,22
"99",4494,1,4654,1,17,18,23
"100",5381,1,7335,1,15,16,22
"101",5600,1,3152,1,19,21,26
"102",6425,1,9483,1,17,18,23
"103",7323,1,4750,1,19,21,26
"104",1595,1,3884,1,19,21,26
"105",2781,1,4494,1,18,21,26
"106",3178,1,4494,1,19,20,25
"107",3432,1,8602,1,19,21,25
"108",3527,1,453,1,17,20,24
"109",3657,1,8602,1,17,18,25
"110",4062,1,1704,1,19,21,25
"111",4785,1,4512,1,14,17,25
"112",4899,1,3884,1,19,20,25
"113",5335,1,6520,1,20,22,26
"114",6873,1,6520,1,19,20,25
"115",6909,1,3884,1,20,21,28
"116",8831,1,6810,1,16,18,25
"117",9481,1,3783,1,20,21,24
"118",644,1,9169,1,22,23,30
"119",645,1,219,1,21,23,30
"120",2412,1,9224,1,19,21,25
"121",3596,1,3657,1,19,21,26
"122",3723,1,8438,1,18,21,26
"123",4257,1,9343,1,18,20,26
"124",4998,1,9343,1,18,20,25
"125",5742,1,3532,1,20,22,28
"126",6317,1,8811,1,22,23,26
"127",6758,1,7915,1,17,19,25
"128",9348,1,9696,1,22,23,28
"129",78,1,5179,1,16,20,26
"130",2142,1,3561,1,23,24,28
"131",2530,1,2359,1,21,23,28
"132",2621,1,10301,1,20,24,28
"133",3758,1,8602,1,17,20,26
"134",4310,1,6520,1,20,23,28
"135",5094,1,219,1,21,22,28
"136",6128,1,6425,1,20,21,26
"137",6249,1,3532,1,22,23,27
"138",6261,1,6810,1,16,17,25
"139",8811,1,5349,1,18,21,26
"140",9169,1,1715,1,19,21,25
"141",9696,1,4227,1,19,22,27
"142",10126,1,9069,1,21,23,27
"143",10301,1,4700,1,16,20,25
"144",516,1,4257,1,21,23,27
"145",1378,1,4260,1,19,21,27
"146",2135,1,3394,1,21,23,29
"147",3219,1,2530,1,24,25,29
"148",3593,1,1873,1,22,25,28
"149",5082,1,3783,1,21,23,28
"150",7759,1,6758,1,20,22,28
"151",8094,1,3884,1,20,22,27
"152",9441,1,3783,1,20,21,26
"153",219,1,3561,1,19,20,28
"154",1077,1,8831,1,20,22,29
"155",1260,1,8856,1,23,25,29
"156",2640,1,5082,1,24,26,32
"157",3783,1,5179,1,16,19,28
"158",4295,1,1559,1,24,26,33
"159",4387,1,1559,1,24,26,29
"160",4812,1,2638,1,22,24,27
"161",5366,1,4257,1,22,23,30
"162",7113,1,6425,1,21,26,31
"163",7599,1,2142,1,25,26,31
"164",8238,1,4576,1,25,26,32
"165",8304,1,9169,1,23,26,30
"166",8561,1,9696,1,23,25,29
"167",504,1,4899,1,22,25,31
"168",678,1,3432,1,24,26,32
"169",822,1,5742,1,22,26,31
"170",1559,1,3758,1,22,23,28
"171",2625,1,8199,1,26,27,31
"172",2638,1,1099,1,21,22,28
"173",3181,1,504,1,26,27,34
"174",3453,1,3178,1,21,23,29
"175",4576,1,9261,1,21,23,29
"176",4969,1,5600,1,23,24,29
"177",5296,1,9646,1,22,25,30
"178",5692,1,10126,1,24,26,32
"179",6822,1,7444,1,24,26,31
"180",7444,1,2781,1,22,24,29
"181",8856,1,5709,1,18,21,30
"182",792,1,1873,1,22,25,29
"183",1118,1,7444,1,26,27,33
"184",1873,1,6520,1,19,21,29
"185",1978,1,4969,1,25,26,33
"186",2976,1,6317,1,24,25,30
"187",4108,1,7599,1,26,28,36
"188",4720,1,9169,1,23,26,33
"189",5464,1,4812,1,25,26,32
"190",6676,1,2781,1,22,25,30
"191",8940,1,2621,1,25,27,34
"192",9196,1,6425,1,20,24,30
"193",9342,1,3884,1,20,23,29
"194",10208,1,6676,1,25,27,32
"195",1468,1,10126,1,25,26,30
"196",1910,1,5335,1,24,27,33
"197",2894,1,7444,1,25,27,35
"198",3031,1,3219,1,27,28,32
"199",3419,1,6676,1,27,29,34
"200",3487,1,7113,1,27,28,35
"201",3756,1,3657,1,24,26,30
"202",3983,1,2530,1,26,27,32
"203",5969,1,792,1,27,29,34
"204",6086,1,7759,1,23,25,31
"205",6185,1,8561,1,26,28,30
"206",6392,1,9196,1,26,29,35
"207",6530,1,5366,1,24,26,30
"208",8199,1,6909,1,22,24,31
"209",8715,1,5692,1,27,29,34
"210",9472,1,2142,1,26,28,32
"211",9761,1,7323,1,24,25,33
"212",10189,1,7444,1,24,26,30
"213",3309,1,9761,1,26,28,33
"214",3534,1,4969,1,27,28,33
"215",3839,1,4969,1,25,27,31
"216",5201,1,6687,1,28,30,36
"217",5369,1,8304,1,27,28,34
"218",7264,1,5335,1,24,28,33
"219",7430,1,6249,1,24,26,31
"220",8515,1,4812,1,25,27,32
"221",8970,1,1077,1,23,25,34
"222",9518,1,8561,1,27,28,35
"223",9704,1,7113,1,26,27,32
"224",1065,1,1978,1,27,31,39
"225",1975,1,8970,1,26,27,34
"226",3202,1,3593,1,26,28,32
"227",3250,1,3031,1,29,31,36
"228",3900,1,1260,1,26,28,32
"229",4137,1,3487,1,29,30,35
"230",4192,1,8199,1,25,26,32
"231",4376,1,10208,1,29,30,37
"232",5363,1,5369,1,29,31,37
"233",5376,1,3839,1,28,29,35
"234",5561,1,2894,1,28,30,34
"235",5947,1,7759,1,24,26,32
"236",6146,1,9342,1,25,26,32
"237",6741,1,3219,1,27,28,32
"238",7095,1,4310,1,24,26,33
"239",7310,1,5369,1,29,31,34
"240",10247,1,9646,1,21,25,32
"241",818,1,516,1,25,26,33
"242",912,1,6687,1,28,32,36
"243",1266,1,1468,1,28,30,34
"244",1740,1,8199,1,25,26,34
"245",2892,1,2517,1,30,32,40
"246",3792,1,792,1,27,31,36
"247",4139,1,4108,1,29,32,38
"248",5907,1,3309,1,29,30,37
"249",6003,1,2142,1,26,28,33
"250",6336,1,7430,1,28,30,36
"251",6687,1,6249,1,24,27,33
"252",8681,1,516,1,24,28,33
"253",8719,1,9189,1,30,31,36
"254",9591,1,1910,1,29,30,37
"255",9633,1,4192,1,28,29,34
"256",324,1,8304,1,28,29,34
"257",511,1,1703,1,32,33,38
"258",1231,1,10247,1,27,28,34
"259",1773,1,5376,1,30,32,36
"260",2517,1,6146,1,27,29,34
"261",3243,1,5464,1,27,29,36
"262",3457,1,10208,1,29,30,35
"263",4386,1,4720,1,28,30,36
"264",4438,1,4969,1,25,28,34
"265",5160,1,1468,1,27,28,34
"266",5378,1,2640,1,27,32,37
"267",6195,1,8798,1,31,32,38
"268",6518,1,3419,1,29,31,36
"269",6629,1,6822,1,28,30,35
"270",6731,1,4192,1,29,33,37
"271",8865,1,2625,1,29,33,37
"272",9189,1,6146,1,27,29,34
"273",686,1,4386,1,31,33,38
"274",773,1,9348,1,25,28,35
"275",1456,1,2625,1,28,31,35
"276",1770,1,1231,1,29,32,38
"277",1842,1,8715,1,30,34,40
"278",2558,1,6822,1,27,30,35
"279",2579,1,1773,1,32,33,38
"280",2962,1,1975,1,28,30,35
"281",3530,1,2625,1,28,30,37
"282",3774,1,10208,1,28,31,37
"283",4909,1,8304,1,27,32,36
"284",5074,1,6687,1,29,30,35
"285",5253,1,5561,1,32,34,37
"286",5525,1,6265,1,32,34,39
"287",5603,1,1157,1,32,33,38
"288",5720,1,324,1,31,33,37
"289",6265,1,6741,1,29,31,37
"290",6372,1,9704,1,28,31,37
"291",6690,1,8238,1,27,30,35
"292",6788,1,3031,1,29,31,36
"293",7171,1,9518,1,29,32,38
"294",7822,1,3457,1,31,34,40
"295",8798,1,4108,1,28,30,35
"296",10230,1,3419,1,31,33,38
"297",163,1,6629,1,30,32,38
"298",182,1,3839,1,28,31,36
"299",214,1,6741,1,29,33,37
"300",393,1,6372,1,32,33,38
