"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
2,14,1.38095387138482,0.398647044691242,0.71355901676686,0.796834839743883,1.09539864921567,1.3427892724101,1.62498856083806,2.09531144108998,2.26499894014079
3,15,1.22094922265798,0.352457681184224,0.6308822799189,0.704509323831699,0.968479944894392,1.18720657678342,1.43670875710986,1.85253753093124,2.0025641352617
4,16,1.2124623560061,0.336276553396143,0.64558514041575,0.717178785551085,0.971995214710985,1.18151929622947,1.41926018860005,1.81333718588928,1.95501021485653
5,17,1.26012132107664,0.336781589231269,0.688920052228602,0.761827723714215,1.01967017626906,1.2302487589681,1.46806357565132,1.86035032631802,2.00092827660337
6,18,1.38972392678518,0.347430981696295,0.794347300964187,0.871700574938888,1.14235769900115,1.36088103568263,1.60569493456414,2.00616461673297,2.14887963247538
7,19,1.39233393897292,0.337690582148097,0.811085828563254,0.887173920574193,1.15220054848892,1.36513049257091,1.60285396969833,1.99031545882099,2.12805937596094
8,20,1.20057544325911,0.300143860814779,0.686232599565925,0.753057700148708,0.986877015215099,1.17565821610133,1.38715170016731,1.73311542498703,1.8564062023726
9,21,1.03224258831689,0.266523890253157,0.577738340774931,0.636297074562613,0.842227636393585,1.00939670345682,1.19739254302398,1.50614419119088,1.61646582035911
10,22,1.05857347435389,0.264643368588473,0.605066204890401,0.663987349159298,0.870150923560725,1.03660341335374,1.22308181709585,1.52812555611208,1.63683371544153
11,23,0.999805267193917,0.258148609952833,0.559583418378902,0.616301995139617,0.815761369055316,0.9776772942975,1.15976552892097,1.4588149264036,1.56566979480005
12,24,0.940939005301751,0.251476527120787,0.514420110059374,0.568860639506115,0.76139291141802,0.918633011104137,1.09621054535674,1.38913305907947,1.49410333019261
13,25,1.15852413771659,0.280983375860772,0.674883003170595,0.738193886228218,0.958715513247762,1.13588887156122,1.33369227105113,1.65608869838763,1.77070175805921
14,26,1.05033356473852,0.271194960279663,0.587863722946841,0.647448751022535,0.856988430497694,1.02708728527255,1.21837792040373,1.53254071789768,1.64479583248365
15,27,0.964323461492453,0.257726285923761,0.52720460986172,0.582998109233901,0.780315242281811,0.941463113036843,1.12345384947023,1.42365614822772,1.53123516729619
16,28,1.09084307802638,0.272710769506595,0.623511071591173,0.684228370798344,0.896676645316311,1.06820328065147,1.26036630084017,1.57470900757031,1.68673103155112
17,29,1.18821839256722,0.288185290520958,0.692181000888629,0.757114611893929,0.98328845208678,1.16500295950816,1.36787627887592,1.69853608318023,1.8160868023207
18,30,1.18337833628466,0.287011404445255,0.689361489742378,0.754030601953634,0.979283151815494,1.16025746833529,1.36230440907593,1.69161731278248,1.80868920404059
19,31,1.06702379131072,0.266755947827679,0.609896291166942,0.669287787618841,0.877097112259482,1.04487834902291,1.2328453614024,1.54032418531621,1.64990013363186
20,32,0.963164624759556,0.248688036756658,0.539075928952921,0.593715895849629,0.785865526718727,0.941847592922662,1.11726269817258,1.40535259943839,1.50829147423713
21,33,0.960324515672428,0.247954723743601,0.537486341456543,0.591965190032962,0.78354822418672,0.93907034193297,1.11396819600731,1.40120859893662,1.50384393514371
22,34,0.988658817660459,0.255270609058672,0.553344835189371,0.609431078060461,0.806666755104102,0.966777541137087,1.14683574312874,1.44255115235743,1.54821473637374
23,35,1.08941944517583,0.272354861293958,0.622697342410433,0.683335400942672,0.895506414368976,1.06680919445151,1.2587214273421,1.57265389302782,1.68452971978142
24,36,1.52379245451564,0.324873642880008,0.954952618589827,1.03158938215625,1.29394674916464,1.50076791519199,1.72856575945099,2.09455269583137,2.22340233083387
25,37,1.55448735843231,0.324133020702643,0.985411639769012,1.06242436312813,1.32535963937148,1.53201752603398,1.75914554990612,2.12321414488336,2.25118590961336
26,38,1.25613357944865,0.274110819561869,0.777566483784063,0.841730610343996,1.06202834194533,1.23625219737645,1.4285902703575,1.73837036914468,1.84761565229758
27,39,1.15127281052123,0.245452187923863,0.721496540989226,0.779398010391378,0.977617198563369,1.13387705165686,1.30598544057397,1.58250000632869,1.67984993150016
28,40,1.08414180269061,0.231139808964701,0.679425895786564,0.733951115910249,0.920612093246593,1.0677603949113,1.22983310028015,1.4902240319932,1.58189745848488
29,41,1.06207125519344,0.226434352427943,0.665594401173448,0.719009617552654,0.901870621531318,1.04602333389861,1.20479662462173,1.45988661653895,1.5496937901949
30,42,1.09707809578753,0.228756596317988,0.69545340427529,0.749805066536111,0.935371408141705,1.08122003119375,1.24151543570635,1.49845652869567,1.588772489905
31,43,1.13536385241729,0.231755175901911,0.727449043362147,0.782882514540566,0.971668671559963,1.11963444001233,1.28192903634651,1.54151115098654,1.63261976887412
32,44,1.11610266193699,0.227823501858971,0.715108035183069,0.769601090084294,0.955184532729218,1.10064009544916,1.26018140073285,1.51535976361988,1.60492274445042
33,45,1.12977772288462,0.225955544576925,0.731132573492617,0.785517542095492,0.97030019327612,1.11475024963939,1.27288903781618,1.52530853254616,1.61377890973833
34,46,1.14453891887857,0.224462549285702,0.747650821190154,0.801993678839012,0.98622945645219,1.12989925816186,1.2869039356008,1.53703125573702,1.62458194716843
35,47,1.07166896270929,0.214333792541857,0.693527647754672,0.745115390820457,0.920393968284175,1.05741440950058,1.20741951905153,1.44685612025676,1.53077612986179
36,48,0.957241884088085,0.199598730571517,0.606809241347646,0.654233110063684,0.816146719627058,0.94340512653361,1.0832688934026,1.30745965693816,1.38626372859286
37,49,0.823652202143523,0.184174231381032,0.503108162952372,0.545861148881166,0.693109400952915,0.809966085124658,0.939293251756266,1.14813985615573,1.22192319418573
38,50,0.804127536328431,0.184479508872314,0.484137306051,0.526574545421156,0.673236000948836,0.790064884757702,0.919708320385245,1.12966250004308,1.20398038831522
39,51,0.861539958218389,0.197650821773485,0.518703334463084,0.564170472177088,0.721303139023058,0.846473273271864,0.985372881938197,1.21031719362796,1.28994116801541
40,52,0.885742341959252,0.208771472127814,0.524947047261872,0.57249978462581,0.737455271745921,0.869394806607101,1.01623225427627,1.25476376509701,1.33937266531572
41,53,0.994174404647723,0.228079250637586,0.598557935484528,0.651024758568778,0.832348066933197,0.976788197085509,1.13707146013603,1.39664604517969,1.48852816460688
42,54,0.983595312254289,0.231835638412769,0.582940919055963,0.635747076490605,0.818926130009793,0.96544177213593,1.12850118382817,1.39338462086611,1.48734074522394
43,55,0.890964958453053,0.222741239613263,0.509263456115375,0.558855360812954,0.73237616494345,0.872473512218624,1.02942598388705,1.28617082857045,1.37766675493455
44,56,0.792895988889315,0.211910366697938,0.433483615379802,0.479358722255076,0.641598851817714,0.774099517250004,0.92373781881089,1.17057325115822,1.25902798249497
45,57,1.01191358594145,0.245425094049066,0.589476953993646,0.644775881843547,0.837390625991052,0.992142799474136,1.16491429449344,1.44651164258477,1.54662048661505
46,58,0.964755446443344,0.249098785149198,0.539966299773175,0.594696513385664,0.787163510353412,0.943403206091096,1.11910803767224,1.40767376586319,1.5107826608121
47,59,1.05866008949238,0.264665022373096,0.605115712925887,0.664041678270689,0.870222121493205,1.0366882308467,1.22318189271983,1.52825059118039,1.63696764528427
48,60,1.20171253792932,0.283246361535572,0.712211010538531,0.776727199949439,1.00052713327316,1.17953335865076,1.37875201800858,1.70237469433954,1.8171660635636
49,61,1.26675737820693,0.290614073557292,0.76267069189737,0.82952288095227,1.06056145691813,1.24460421614049,1.44883398218871,1.77957878839358,1.89665316907122
50,62,1.08495047150439,0.26313914073978,0.632023631327529,0.691313869820195,0.897830968102956,1.0637526890082,1.24899431199651,1.55091651151104,1.65825091144536
51,63,1.08276581702817,0.255210350552538,0.641715645283193,0.699845957095879,0.901493946950139,1.06278195531867,1.24228175053468,1.53387192745846,1.63730113100147
52,64,1.12233603151969,0.257481544320463,0.675719606948001,0.734950065639692,0.939648236685297,1.1027085223952,1.28365432076837,1.5766913455593,1.68041822969899
53,65,1.11855229363656,0.256613495317231,0.673441549571797,0.732472324279286,0.936480395209916,1.09899095484586,1.27932672961391,1.57137583700691,1.67475302610876
54,66,1.09523023094066,0.251263047188477,0.659400144328173,0.717200114328052,0.916954571862347,1.07607675038984,1.25265248437179,1.53861230328749,1.63983405513417
55,67,1.18209539750068,0.257954363700275,0.73173568223164,0.792117889929997,0.999430980564898,1.16338585050027,1.3443872619384,1.63590851015977,1.73871473119111
56,68,1.1607919245835,0.253305564785589,0.71854849672875,0.777842509067324,0.981419447086239,1.14241955707694,1.32015899940946,1.60642651343188,1.70737998251944
