"infectious_time","incidence"
0,7
1,0
2,0
3,3
4,0
5,2
6,4
7,1
8,2
9,5
10,2
11,6
12,5
13,11
14,8
15,4
16,8
17,15
18,5
19,5
20,14
21,16
22,8
23,12
24,5
25,8
26,21
27,12
28,15
29,8
30,17
31,17
32,17
33,10
34,18
35,15
36,24
37,12
38,21
39,16
40,10
41,16
42,17
43,10
44,24
45,18
46,23
47,21
48,6
49,18
50,20
51,22
52,18
53,18
54,13
55,23
56,24
57,12
58,28
59,29
60,17
61,17
62,17
63,18
64,18
65,9
66,13
67,25
68,18
69,16
70,22
71,20
72,15
73,10
74,14
75,16
76,18
77,22
78,22
79,18
80,11
81,23
82,17
83,12
84,21
85,20
86,20
87,18
88,16
89,22
90,12
91,16
92,17
93,14
94,13
95,15
96,12
97,16
98,23
99,15
100,17
101,16
102,13
103,28
104,19
105,18
106,22
107,15
108,18
109,8
110,19
111,21
112,19
113,12
114,22
115,20
116,11
117,15
118,16
119,12
120,9
121,16
122,12
123,17
124,15
125,18
126,16
127,8
128,21
129,13
130,14
131,13
132,8
133,11
134,11
135,12
136,11
137,6
138,14
139,1
140,9
141,5
142,2
143,4
144,5
145,5
146,4
147,3
148,4
149,3
150,3
151,3
152,1
153,2
154,1
155,2
156,1
157,0
158,0
159,0
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,1
