"infectious_time","incidence"
0,7
1,0
2,0
3,1
4,2
5,3
6,1
7,1
8,3
9,1
10,2
11,4
12,3
13,4
14,2
15,3
16,8
17,1
18,4
19,6
20,7
21,4
22,6
23,2
24,6
25,4
26,10
27,4
28,7
29,12
30,8
31,9
32,14
33,6
34,8
35,11
36,11
37,16
38,12
39,16
40,15
41,10
42,16
43,22
44,12
45,16
46,18
47,20
48,22
49,18
50,20
51,17
52,17
53,21
54,20
55,23
56,18
57,13
58,13
59,25
60,14
61,16
62,17
63,21
64,25
65,17
66,10
67,18
68,25
69,17
70,17
71,26
72,20
73,17
74,17
75,24
76,17
77,12
78,21
79,12
80,21
81,20
82,16
83,17
84,16
85,20
86,14
87,13
88,26
89,24
90,20
91,26
92,13
93,20
94,16
95,14
96,15
97,20
98,22
99,16
100,11
101,27
102,10
103,17
104,20
105,13
106,15
107,18
108,17
109,25
110,18
111,13
112,21
113,10
114,19
115,17
116,15
117,20
118,31
119,10
120,14
121,20
122,22
123,19
124,22
125,14
126,14
127,24
128,10
129,14
130,8
131,19
132,10
133,13
134,12
135,5
136,13
137,7
138,5
139,3
140,9
141,4
142,2
143,8
144,5
145,6
146,9
147,6
148,5
149,3
150,5
151,1
152,3
153,1
154,2
155,1
156,2
157,2
158,1
159,1
160,1
161,2
162,3
163,1
164,2
165,0
166,1
167,2
