"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
2,10,1.20289319558727,0.310585687585047,0.673250190230182,0.741489868783132,0.981464923478213,1.17627042323086,1.39534578281545,1.75514033199395,1.8837003609586
3,11,1.37568863808042,0.315604618482613,0.828254426214797,0.900855382400904,1.15176147490333,1.35163047676503,1.57342241067746,1.93260869198746,2.05975055678283
4,12,1.36761467046536,0.305807937018652,0.835374570351291,0.906362798890294,1.1508578287216,1.34488986700099,1.55962823583532,1.90640285661612,2.0289147314865
5,13,1.48701921568572,0.310064940450319,0.942642624752295,1.01631282790067,1.267836139515,1.46552462303541,1.68279479515132,2.03106201882617,2.15347952977372
6,14,1.71963263122224,0.319327762995107,1.15166496172881,1.23018825602669,1.4948591213763,1.69990763893307,1.92292106392834,2.27637268380554,2.39964629026507
7,15,1.59968467689424,0.29206112747678,1.07930053396713,1.15145192275321,1.39422695142305,1.58194594085098,1.78582028283077,2.10843624693688,2.22083356869888
8,16,1.43292453715447,0.257360844277205,0.973602702080588,1.03746102119547,1.25198123525519,1.4175465476107,1.59711675607727,1.8808524761728,1.97960213785908
9,17,1.36729147867596,0.234488554070335,0.946889096330257,1.00576821602902,1.20268967264401,1.35391027527437,1.51731628286518,1.77446614420266,1.8637095428588
10,18,1.42195206106551,0.227694558337759,1.01114691996148,1.06927047893447,1.26248095859813,1.40981726465509,1.56820275691699,1.81603198879204,1.90169567707005
11,19,1.38248592244836,0.2159080272668,0.992095766684904,1.04752459907374,1.23139074318836,1.37126258976902,1.5213533343872,1.7557358485962,1.83663750347604
12,20,1.32573909898186,0.202173317228768,0.95944395950157,1.01162029774382,1.18436164962182,1.31547633522005,1.45593501264677,1.67486929926715,1.7503393804692
13,21,1.29341710545736,0.190703948152838,0.946943881482999,0.996515617718409,1.16019872687441,1.2840566879313,1.41643670698945,1.62225138917173,1.69307007084599
14,22,1.3541069382142,0.18778084608434,1.01131182944685,1.06073142503635,1.22317022685481,1.34543672703331,1.47559633062562,1.67706024416681,1.74616207669319
15,23,1.24110665937474,0.173789693727698,0.924085427641955,0.969736003910282,1.11989130228054,1.23300434421558,1.35349357332985,1.54011782573675,1.60416118205643
16,24,1.37603454042665,0.176183169236124,1.05255739098315,1.09961814727424,1.2534623260687,1.36852257451686,1.49042094021254,1.67807708057424,1.74219267131296
17,25,1.38937578483937,0.171020336886459,1.07454313134168,1.12053827012063,1.27052237490965,1.38236507069906,1.50058936989449,1.68212933397022,1.74404207437757
18,26,1.36476476810089,0.163120589584581,1.06390109029942,1.10798756075309,1.25148945057668,1.35827141867976,1.47096390564001,1.64369299579106,1.70252291570166
19,27,1.3127350671834,0.15260235185628,1.03077937653318,1.07220862707996,1.20683992097721,1.30682660486171,1.4121913005188,1.57341719842053,1.62826229721133
20,28,1.21748803688764,0.140583409166446,0.957631573606799,0.995838458388805,1.11994986420383,1.21208127518569,1.30913401379272,1.45758182492941,1.5080654765033
21,29,1.11589227524044,0.129719842089169,0.876215447050163,0.911432439274912,1.0258759584748,1.11086977860105,1.20043518513741,1.33748548457312,1.38410663731399
22,30,1.14302477992391,0.12779405539383,0.906347562782305,0.941252734851189,1.05443177392781,1.1382657206456,1.22643134229027,1.36103144236719,1.40674304515432
23,31,1.14956124991979,0.126180739910269,0.91561911876289,0.950179291852323,1.06212627829691,1.14494784876638,1.23196846276729,1.3646809037639,1.40971694860893
24,32,1.21196777845321,0.127752621021549,0.97456521557022,1.00976289100791,1.12352969279493,1.20748197647269,1.29551705609201,1.42947500827137,1.47485918888757
25,33,1.15316608130967,0.122235360148349,0.92608705432398,0.959737781922854,1.06853617197273,1.14884999475176,1.23309215929645,1.361317785174,1.40476957407399
26,34,1.07342770320136,0.115083529584432,0.859771586339537,0.891401577967838,0.993727768829377,1.06931776651018,1.14864850349298,1.26947401558723,1.31043684330594
27,35,1.09915462992921,0.113977025627589,0.88715964494246,0.918634669863472,1.02028322826707,1.09521752777647,1.17373518225035,1.29310513673147,1.33352078857992
28,36,1.01824695571217,0.108545490192377,0.816663833770484,0.846521557429454,0.943085147313055,1.01439256775763,1.08920812178253,1.20312078131887,1.24173108689099
29,37,0.94541725278884,0.103773025133853,0.753019564570526,0.781442394498377,0.873509356906697,0.941623119118473,1.01319024077509,1.1223350396161,1.15937339124532
30,38,0.892324451015131,0.100394344353758,0.706461671075477,0.733856672383007,0.822715370894228,0.888562206262372,0.957833435765993,1.06362641609771,1.09956432038381
31,39,0.848884129833858,0.0986807756602878,0.6665566236274,0.693346974688509,0.780406710979083,0.845063404676137,0.913197806067567,1.01745502404579,1.05292077423906
32,40,0.796440300152616,0.097300668932614,0.617230293156523,0.643432133829919,0.728833128972609,0.7924814343221,0.859733331014893,0.962953547213874,0.99814394668328
33,41,0.798701256252082,0.0998376570315102,0.615097290887153,0.641877534739309,0.729288745464819,0.794545227639225,0.863584845726575,0.969702701340491,1.00591889705381
34,42,0.863467300437266,0.107099937436197,0.666405833078504,0.695172417287625,0.789021210059084,0.859043322660974,0.933092451444534,1.04685396031574,1.08566495101123
35,43,0.980867385457107,0.118082556962262,0.763173373104241,0.795049638978404,0.89885224088153,0.976132986788239,1.05772320626698,1.1828357911611,1.2254616391281
36,44,0.926152503192886,0.117621485527041,0.710075813552483,0.741539175689257,0.844340424788775,0.921177975924675,1.00254378830794,1.12773579487522,1.1704932221571
37,45,1.01652320155858,0.124188074709705,0.787791518809612,0.821233798115347,0.93023392402824,1.01147036964161,1.09730619854673,1.22904958799607,1.27396426336586
38,46,1.14906051855506,0.132682079940587,0.903808989668847,0.939868500325079,1.05700436696487,1.14395763769158,1.23555563847036,1.37566011069099,1.42330638654627
39,47,1.2947269772393,0.141266294702392,1.03272494317522,1.07145138775859,1.19685298805382,1.28959281209775,1.3870056516021,1.53551673171564,1.58590163828476
40,48,1.32866025419466,0.140837705269505,1.06702328567194,1.10579513736791,1.23115097198929,1.32368732552801,1.42074985413683,1.5684894516103,1.61855393566059
41,49,1.22219884288188,0.130286834415707,0.980239211183956,1.01607734956715,1.13198234408561,1.21757243229294,1.30737332297653,1.44410235505847,1.4904461919134
42,50,1.11239434590605,0.119261192192857,0.890982269753631,0.923760465940894,1.02980121355064,1.10813521385304,1.19034574653543,1.31555736171361,1.35800718652316
43,51,0.99987033173152,0.109750027048157,0.796391137993778,0.826451034092434,0.923820765788331,0.995857667819969,1.0715468320073,1.18697803013914,1.22614967506212
44,52,0.99672525416523,0.10811003285274,0.796148731747615,0.82581167124241,0.921833774283648,0.992819264432742,1.06735989493042,1.18096332063976,1.21949587862758
45,53,1.05560183036805,0.111270202873525,0.8488285280009,0.879485061348791,0.978573870751605,1.05169477865802,1.12837172736482,1.2450466604999,1.2845754540701
