"infectious_time","Rt_day_avg","smoothRt_day_avg"
0,0.2,0.2
1,0,0.1
2,0,0.0666666666666667
3,2,0.55
4,0,0.44
5,1,0.533333333333333
6,0,0.457142857142857
7,1,0.571428571428571
8,0,0.571428571428571
9,0,0.571428571428571
10,3,0.714285714285714
11,0,0.714285714285714
12,0,0.571428571428571
13,0,0.571428571428571
14,2,0.714285714285714
15,0.5,0.785714285714286
16,0,0.785714285714286
17,0,0.357142857142857
18,1.5,0.571428571428571
19,0.5,0.642857142857143
20,1,0.785714285714286
21,0,0.5
22,0,0.428571428571429
23,4,1
24,1,1.14285714285714
25,0,0.928571428571429
26,0.5,0.928571428571429
27,0.5,0.857142857142857
28,2,1.14285714285714
29,0,1.14285714285714
30,3,1
31,2,1.14285714285714
32,0.333333333333333,1.19047619047619
33,1.5,1.33333333333333
34,1.5,1.47619047619048
35,0,1.19047619047619
36,1,1.33333333333333
37,1.5,1.11904761904762
38,0,0.833333333333333
39,1.33333333333333,0.976190476190476
40,1.25,0.94047619047619
41,1.5,0.94047619047619
42,1.75,1.19047619047619
43,1,1.19047619047619
44,0.5,1.04761904761905
45,1.8,1.3047619047619
46,5,1.82857142857143
47,0.875,1.775
48,1.33333333333333,1.75119047619048
49,1.8,1.75833333333333
50,1,1.75833333333333
51,3,2.11547619047619
52,0.833333333333333,1.97738095238095
53,0.769230769230769,1.37298534798535
54,2.14285714285714,1.55410779696494
55,1.25,1.54220303506018
56,0.9375,1.41898874934589
57,2.2,1.59041732077446
58,1.88888888888889,1.43168716204431
59,1.14285714285714,1.47590484911913
60,1.17647058823529,1.53408196611978
61,1.25,1.40653094571162
62,1.89473684210526,1.49863620886951
63,1.04347826086957,1.51377596042231
64,1.45,1.40663310327945
65,1.5,1.35107754772389
66,1.42424242424242,1.39127544506465
67,0.96551724137931,1.36113925265665
68,1.17857142857143,1.350935171024
69,0.769230769230769,1.19014858918479
70,1.19354838709677,1.21158717864582
71,1.21212121212121,1.17760449466313
72,0.944444444444444,1.09823941529805
73,1.24242424242424,1.07226538932403
74,0.767441860465116,1.04396890633628
75,1.175,1.04345870225465
76,1.46666666666667,1.14309240188835
77,1,1.1154426323031
78,1.52941176470588,1.16076985410091
79,1.06521739130435,1.17802313222375
80,1.36842105263158,1.19602267653908
81,1.39583333333333,1.28579288694883
82,1.24,1.29507860123454
83,1.22222222222222,1.26015796631391
84,0.840579710144927,1.23738363919176
85,1.03508771929825,1.16676591841924
86,1.31666666666667,1.202687243471
87,1.15873015873016,1.17273140148508
88,1.109375,1.13180878243746
89,0.819444444444444,1.0717294173581
90,1.10144927536232,1.05447613923525
91,0.894736842105263,1.06221287237244
92,1.4,1.11434319818698
93,1.28787878787879,1.11023064407442
94,1.32203389830508,1.13355974972799
95,1.15384615384615,1.13991277170601
96,0.876404494382023,1.14804992169709
97,1.04819277108434,1.14044184965738
98,1.09876543209877,1.16958879108502
99,1.06741573033708,1.12207675256175
100,0.867469879518072,1.06201833708164
101,1.20987654320988,1.04599585778233
102,1.12631578947368,1.04206294858626
103,1.23333333333333,1.09305278272216
104,0.927835051546392,1.07585882278817
105,0.892857142857143,1.04644335289651
106,1.31914893617021,1.0824052394441
107,0.972477064220184,1.09740626583012
108,1.10810810810811,1.08286791795844
109,1,1.06482280517648
110,0.8,1.00291804327172
111,1.1340206185567,1.03237312427319
112,1.05660377358491,1.05576550009144
113,0.95049504950495,1.00310065913926
114,0.923076923076923,0.996043496118798
115,0.881188118811881,0.963626354790766
116,0.895652173913044,0.948719522492629
117,0.956043956043956,0.971011516213194
118,0.822916666666667,0.926568094514618
119,0.878787878787879,0.901165823829329
120,1.17857142857143,0.933748163695968
121,0.923076923076923,0.933748163695968
122,0.882978723404255,0.934003964352022
123,0.880952380952381,0.93190399392907
124,0.779069767441861,0.906621966985913
125,0.804878048780488,0.904045021573602
126,1.08108108108108,0.932944050472631
127,0.967741935483871,0.902825551460123
128,0.831168831168831,0.889695824044681
129,0.628205128205128,0.853299596159092
130,0.776119402985075,0.838323456449476
131,0.695652173913043,0.826406657373931
132,1.10204081632653,0.86885848130908
133,1,0.857275469726068
134,0.690909090909091,0.8177279205011
135,0.571428571428571,0.780622169109634
136,1.15384615384615,0.855713744201209
137,0.886363636363636,0.871462920398147
138,0.769230769230769,0.881974148300679
139,0.477272727272727,0.792721564150136
140,0.785714285714286,0.762109319252176
141,0.896551724137931,0.791486838284868
142,0.71875,0.812532756652215
143,0.91304347826087,0.778132374425746
144,1,0.794366140659512
145,1.0952380952381,0.840938615803416
146,0.884615384615385,0.899130423995224
147,0.821428571428571,0.90423246481155
148,0.681818181818182,0.873556244480158
149,0.625,0.8601633873373
150,0.666666666666667,0.8249666999667
151,1.90909090909091,0.95483682983683
152,0.944444444444444,0.933294879723451
153,0.5625,0.887278396206968
154,0.4,0.827074314574315
155,0.857142857142857,0.852120696763554
156,0.6875,0.861049268192125
157,0.818181818181818,0.882694289837147
158,0.928571428571429,0.742620078334364
159,1.5,0.821985157699443
160,1.28571428571429,0.925301484230056
161,0.846153846153846,0.989037747966319
162,1.1,1.02373162551734
163,0.8,1.03980305408877
164,1.5,1.13720565149137
