"infectious_time","Rt_day_avg","smoothRt_day_avg"
0,0.714285714285714,0.714285714285714
1,0,0.357142857142857
2,0,0.238095238095238
3,1,0.428571428571429
4,3,0.942857142857143
5,0.5,0.869047619047619
6,1.25,0.923469387755102
7,0,0.821428571428571
8,0,0.821428571428571
9,2,1.10714285714286
10,3,1.39285714285714
11,0,0.964285714285714
12,0,0.892857142857143
13,2,1
14,3.5,1.5
15,0,1.5
16,2,1.5
17,0.333333333333333,1.11904761904762
18,1,1.26190476190476
19,0.4,1.31904761904762
20,3,1.46190476190476
21,0.333333333333333,1.00952380952381
22,2.5,1.36666666666667
23,1.33333333333333,1.27142857142857
24,1,1.36666666666667
25,0.75,1.33095238095238
26,1,1.41666666666667
27,2,1.27380952380952
28,1.25,1.4047619047619
29,0.666666666666667,1.14285714285714
30,3,1.38095238095238
31,1.4,1.43809523809524
32,1.8,1.58809523809524
33,1.5,1.65952380952381
34,1,1.51666666666667
35,1.3,1.52380952380952
36,1.16666666666667,1.5952380952381
37,1.875,1.43452380952381
38,1.875,1.50238095238095
39,1.21428571428571,1.4187074829932
40,2.18181818181818,1.51611008039579
41,1.15789473684211,1.53866647137324
42,1.05263157894737,1.50332812550858
43,0.944444444444444,1.47158209376254
44,0.818181818181818,1.32060806778852
45,1.04545454545455,1.20210157428203
46,0.933333333333333,1.16196551986026
47,1.5,1.06456292245766
48,1.52631578947368,1.11719450140503
49,1,1.10967570441255
50,0.96551724137931,1.11268610397467
51,1.59090909090909,1.22307571436428
52,1.41666666666667,1.27610601739458
53,0.666666666666667,1.23801077929935
54,1.53846153846154,1.24350528479385
55,0.941176470588235,1.1599139535245
56,1.72,1.26277109638164
57,1.57692307692308,1.35011478717361
58,1.05263157894737,1.27321799975051
59,1,1.2136941902267
60,1.05714285714286,1.26947650315187
61,0.883720930232558,1.17594213054773
62,1.06,1.19291692046369
63,1.51428571428571,1.16352916536165
64,1.02272727272727,1.08435833619082
65,1.13636363636364,1.09632005867886
