"infectious_time","incidence"
0,5
1,0
2,0
3,1
4,0
5,1
6,1
7,1
8,0
9,0
10,1
11,0
12,0
13,0
14,1
15,2
16,0
17,0
18,2
19,2
20,2
21,0
22,0
23,1
24,1
25,0
26,4
27,2
28,1
29,0
30,2
31,2
32,3
33,2
34,2
35,0
36,3
37,4
38,1
39,3
40,4
41,4
42,4
43,6
44,6
45,5
46,1
47,8
48,6
49,5
50,9
51,3
52,4
53,3
54,3
55,5
56,6
57,1
58,0
59,3
60,4
61,3
62,1
63,1
64,2
65,5
66,2
67,2
68,2
69,2
70,1
71,3
72,2
73,5
74,3
75,4
76,1
77,5
78,2
79,4
80,2
81,1
82,3
83,2
84,4
85,1
86,6
87,6
88,2
89,4
90,2
91,7
92,1
93,3
94,1
95,7
96,6
97,3
98,1
99,9
100,0
101,3
102,3
103,1
104,3
105,4
106,2
107,4
108,1
109,1
110,6
111,5
112,2
113,0
114,3
115,3
116,6
117,4
118,1
119,5
120,0
121,2
122,5
123,1
124,4
125,1
126,2
127,3
128,0
129,4
130,3
131,1
132,2
133,2
134,6
135,7
136,3
137,3
138,3
139,6
140,3
141,2
142,5
143,4
144,3
145,2
146,6
147,4
148,4
149,4
150,7
151,2
152,4
153,2
154,4
155,3
156,1
157,2
158,7
159,4
160,2
161,1
162,5
163,5
164,1
165,4
166,3
167,2
168,0
169,3
170,6
171,4
172,3
173,3
174,2
175,3
176,0
177,4
178,2
179,3
180,2
181,3
182,2
183,3
184,1
185,0
186,1
187,1
188,1
189,4
190,0
191,1
192,3
193,0
194,1
195,2
196,2
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,1
205,2
206,1
207,1
