"infectious_time","incidence"
0,6
1,0
2,0
3,2
4,4
5,0
6,3
7,4
8,5
9,3
10,5
11,6
12,6
13,4
14,6
15,7
16,6
17,9
18,7
19,7
20,9
21,9
22,12
23,11
24,10
25,16
26,14
27,18
28,15
29,19
30,13
31,16
32,21
33,23
34,16
35,14
36,15
37,19
38,23
39,20
40,23
41,27
42,21
43,29
44,19
45,16
46,24
47,21
48,22
49,17
50,24
51,19
52,6
53,1
54,3
55,3
56,1
57,6
58,2
59,5
60,1
61,5
62,2
63,2
64,2
65,1
66,3
67,1
68,2
69,0
70,5
71,1
72,0
73,3
74,7
75,6
76,1
77,4
78,3
79,3
80,7
81,2
82,5
83,4
84,2
85,1
86,3
87,3
88,8
89,3
90,3
91,4
92,2
93,2
94,3
95,4
96,4
97,3
98,3
99,3
100,1
101,3
102,1
103,1
104,4
105,1
106,3
107,3
108,3
109,3
110,4
111,1
112,1
113,4
114,0
115,3
116,5
117,3
118,2
119,1
120,6
121,4
122,3
123,3
124,6
125,5
126,3
127,2
128,2
129,2
130,5
131,2
132,1
133,2
134,1
135,2
136,3
137,3
138,2
139,2
140,5
141,2
142,2
143,2
144,2
145,0
146,3
147,2
148,1
149,0
150,1
151,1
152,1
153,0
154,0
155,0
156,0
157,0
158,1
159,1
160,0
161,0
162,0
163,0
164,0
165,1
