"infectious_time","incidence"
0,7
1,0
2,0
3,4
4,1
5,2
6,4
7,0
8,0
9,3
10,1
11,3
12,3
13,1
14,2
15,0
16,2
17,3
18,4
19,5
20,2
21,3
22,2
23,3
24,4
25,4
26,5
27,4
28,4
29,6
30,3
31,5
32,5
33,8
34,11
35,10
36,12
37,8
38,8
39,14
40,11
41,13
42,13
43,17
44,22
45,21
46,15
47,18
48,19
49,22
50,28
51,14
52,4
53,6
54,3
55,2
56,4
57,3
58,3
59,3
60,1
61,4
62,7
63,5
64,5
65,3
66,2
67,2
68,6
69,2
70,7
71,3
72,1
73,3
74,5
75,1
76,4
77,4
78,11
79,6
80,6
81,4
82,7
83,3
84,3
85,5
86,3
87,2
88,3
89,2
90,1
91,5
92,1
93,8
94,4
95,4
96,4
97,3
98,5
99,6
100,3
101,2
102,3
103,1
104,4
105,2
106,1
107,5
108,2
109,3
110,4
111,3
112,4
113,2
114,4
115,3
116,3
117,8
118,4
119,1
120,2
121,2
122,3
123,2
124,3
125,7
126,4
127,4
128,4
129,5
130,3
131,3
132,2
133,4
134,3
135,4
136,4
137,3
138,3
139,3
140,3
141,3
142,2
143,2
144,10
145,1
146,2
147,6
148,2
149,11
150,2
151,4
152,1
153,3
154,4
155,2
156,2
157,4
158,3
159,3
160,6
161,2
162,3
163,1
164,1
165,2
166,3
167,5
168,0
169,4
170,2
171,2
172,3
173,1
174,1
175,1
176,2
177,0
178,1
179,0
180,1
181,0
182,1
