"infectious_time","incidence"
0,1
1,0
2,0
3,1
4,1
5,1
6,2
7,2
8,0
9,1
10,2
11,2
12,1
13,0
14,1
15,3
16,0
17,1
18,1
19,3
20,2
21,1
22,3
23,2
24,5
25,0
26,1
27,3
28,1
29,2
30,3
31,2
32,3
33,2
34,1
35,4
36,4
37,5
38,4
39,3
40,3
41,0
42,4
43,3
44,0
45,2
46,1
47,2
48,1
49,7
50,4
51,6
52,2
53,2
54,3
55,1
56,4
57,6
58,9
59,4
60,3
61,2
62,4
63,9
64,4
65,4
66,7
67,4
68,5
69,4
70,5
71,9
72,4
73,5
74,9
75,2
76,3
77,6
78,4
79,4
80,4
81,3
82,8
83,4
84,7
85,7
86,6
87,3
88,4
89,2
90,4
91,3
92,4
93,3
94,7
95,3
96,3
97,2
98,2
99,1
100,2
101,2
102,6
103,6
104,4
105,3
106,2
107,3
108,2
109,5
110,8
111,3
112,2
113,2
114,9
115,4
116,5
117,3
118,4
119,2
120,5
121,2
122,4
123,3
124,6
125,3
126,5
127,2
128,6
129,8
130,3
131,3
132,4
133,1
134,5
135,4
136,2
137,3
138,9
139,5
140,4
141,2
142,2
143,2
144,1
145,3
146,3
147,3
148,4
149,8
150,5
151,5
152,5
153,3
154,2
155,2
156,5
157,2
158,1
159,0
160,2
161,3
162,2
163,4
164,1
165,1
166,3
167,3
168,2
169,0
170,1
171,3
172,3
173,2
174,0
175,3
176,1
177,1
178,2
179,1
180,0
181,0
182,1
183,1
184,0
185,1
186,1
187,1
188,0
189,0
190,1
191,1
192,0
193,0
194,1
