"infectious_time","incidence"
0,5
1,0
2,0
3,4
4,1
5,1
6,2
7,2
8,2
9,0
10,3
11,2
12,2
13,5
14,1
15,0
16,3
17,5
18,5
19,3
20,4
21,5
22,4
23,5
24,3
25,5
26,3
27,5
28,1
29,0
30,5
31,2
32,5
33,5
34,4
35,6
36,4
37,5
38,3
39,3
40,2
41,5
42,4
43,1
44,7
45,1
46,7
47,4
48,6
49,6
50,6
51,2
52,3
53,2
54,3
55,1
56,0
57,4
58,3
59,8
60,6
61,2
62,4
63,5
64,5
65,3
66,3
67,4
68,2
69,4
70,3
71,2
72,3
73,4
74,5
75,7
76,2
77,1
78,5
79,5
80,6
81,1
82,3
83,3
84,7
85,1
86,2
87,1
88,5
89,2
90,3
91,2
92,2
93,0
94,2
95,0
96,1
97,4
98,5
99,8
100,2
101,6
102,6
103,4
104,0
105,3
106,3
107,3
108,6
109,6
110,6
111,5
112,1
113,3
114,4
115,7
116,6
117,2
118,3
119,1
120,1
121,6
122,3
123,2
124,6
125,2
126,5
127,3
128,4
129,9
130,6
131,2
132,3
133,2
134,5
135,6
136,4
137,2
138,4
139,2
140,2
141,3
142,1
143,0
144,1
145,3
146,4
147,3
148,1
149,2
150,4
151,1
152,2
153,2
154,2
155,0
156,0
157,0
158,0
159,2
160,0
161,0
162,0
163,0
164,1
165,0
166,1
