"infectious_time","incidence"
0,6
1,0
2,0
3,4
4,1
5,2
6,4
7,0
8,0
9,3
10,1
11,2
12,3
13,0
14,0
15,0
16,2
17,2
18,3
19,4
20,2
21,3
22,2
23,3
24,3
25,0
26,2
27,2
28,2
29,4
30,2
31,3
32,4
33,5
34,3
35,3
36,2
37,2
38,2
39,3
40,3
41,4
42,4
43,8
44,7
45,5
46,4
47,5
48,2
49,3
50,2
51,3
52,2
53,10
54,2
55,7
56,4
57,5
58,7
59,3
60,5
61,1
62,4
63,3
64,3
65,1
66,2
67,2
68,8
69,4
70,4
71,2
72,1
73,2
74,6
75,4
76,2
77,2
78,3
79,2
80,1
81,3
82,1
83,3
84,6
85,8
86,5
87,2
88,2
89,4
90,3
91,4
92,4
93,4
94,7
95,2
96,3
97,4
98,3
99,3
100,7
101,4
102,4
103,5
104,2
105,3
106,3
107,3
108,3
109,4
110,5
111,5
112,0
113,6
114,4
115,5
116,3
117,4
118,4
119,3
120,4
121,0
122,7
123,1
124,3
125,3
126,3
127,4
128,1
129,4
130,2
131,2
132,1
133,11
134,0
135,5
136,8
137,2
138,3
139,6
140,6
141,3
142,0
143,1
144,1
145,1
146,4
147,2
148,4
149,8
150,2
151,4
152,3
153,3
154,2
155,1
156,2
157,3
158,4
159,5
160,0
161,7
162,7
163,2
164,3
165,1
166,3
167,3
168,1
169,4
170,1
171,2
172,3
173,1
174,1
175,1
176,2
177,0
178,0
179,1
180,1
181,0
182,1
