"infectious_time","incidence"
0,3
1,0
2,0
3,3
4,0
5,2
6,1
7,0
8,2
9,0
10,0
11,2
12,0
13,2
14,0
15,1
16,2
17,0
18,2
19,0
20,1
21,1
22,1
23,2
24,0
25,4
26,0
27,4
28,2
29,0
30,3
31,2
32,2
33,2
34,2
35,1
36,4
37,2
38,4
39,4
40,2
41,3
42,1
43,0
44,1
45,2
46,4
47,3
48,2
49,2
50,4
51,1
52,1
53,1
54,1
55,0
56,2
57,3
58,3
59,4
60,3
61,4
62,3
63,1
64,1
65,0
66,1
67,0
68,3
69,2
70,1
71,1
72,0
73,3
74,2
75,0
76,0
77,0
78,1
79,2
80,0
81,0
82,6
83,1
84,2
85,3
86,1
87,1
88,6
89,1
90,4
91,1
92,1
93,1
94,2
95,2
96,0
97,0
98,3
99,3
100,0
101,1
102,1
103,2
104,1
105,4
106,4
107,3
108,3
109,3
110,2
111,2
112,2
113,1
114,3
115,3
116,2
117,0
118,1
119,2
120,3
121,2
122,3
123,3
124,3
125,1
126,2
127,1
128,1
129,2
130,1
131,2
132,3
133,2
134,1
135,1
136,1
137,2
138,1
139,5
140,4
141,0
142,0
143,2
144,1
145,2
146,1
147,1
148,2
149,2
150,2
151,4
152,1
153,1
154,3
155,3
156,4
157,2
158,2
159,1
160,1
161,4
162,1
163,0
164,0
165,0
166,2
167,0
168,2
169,3
170,2
171,0
172,3
173,1
174,0
175,3
176,1
177,0
178,4
179,1
180,1
181,1
182,1
183,4
184,1
185,2
186,2
187,3
188,1
189,1
190,0
191,1
192,0
193,1
194,1
195,4
196,1
197,6
198,2
199,2
200,6
201,4
202,2
203,2
204,4
205,2
206,1
207,4
208,0
209,0
210,2
211,3
212,1
213,3
214,1
215,1
216,1
217,1
218,2
219,0
220,1
221,3
222,0
223,1
224,2
225,0
226,1
227,2
228,2
229,0
230,2
231,1
232,0
233,0
234,0
235,0
236,0
237,1
238,1
239,1
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
