"infectious_time","incidence"
0,3
1,0
2,1
3,0
4,2
5,1
6,2
7,0
8,2
9,5
10,4
11,2
12,0
13,4
14,1
15,3
16,0
17,3
18,3
19,2
20,2
21,2
22,1
23,3
24,3
25,0
26,4
27,4
28,3
29,3
30,5
31,5
32,2
33,5
34,5
35,5
36,4
37,2
38,2
39,4
40,3
41,3
42,5
43,2
44,2
45,6
46,4
47,4
48,3
49,3
50,2
51,4
52,4
53,0
54,2
55,5
56,5
57,3
58,6
59,3
60,2
61,2
62,4
63,1
64,4
65,3
66,2
67,2
68,2
69,4
70,4
71,2
72,2
73,2
74,3
75,3
76,3
77,2
78,2
79,4
80,3
81,2
82,1
83,2
84,4
85,4
86,4
87,2
88,2
89,2
90,1
91,4
92,2
93,3
94,3
95,4
96,2
97,4
98,3
99,3
100,5
101,5
102,2
103,2
104,3
105,4
106,1
107,4
108,2
109,5
110,1
111,1
112,6
113,3
114,1
115,0
116,2
117,3
118,3
119,3
120,2
121,4
122,5
123,5
124,3
125,3
126,3
127,4
128,1
129,4
130,5
131,4
132,2
133,4
134,2
135,3
136,3
137,2
138,3
139,1
140,6
141,3
142,4
143,4
144,4
145,2
146,2
147,3
148,2
149,3
150,0
151,3
152,1
153,3
154,1
155,1
156,2
157,1
158,2
159,3
160,3
161,1
162,4
163,0
164,2
165,0
166,1
167,0
168,1
169,1
170,1
171,1
172,1
173,0
174,1
175,0
176,0
177,0
178,1
179,0
180,0
181,0
182,1
183,1
184,0
185,0
186,0
187,1
188,1
189,1
190,0
191,0
192,0
193,1
