"infectious_time","incidence"
0,2
1,0
2,0
3,0
4,0
5,1
6,1
7,2
8,1
9,1
10,1
11,0
12,3
13,1
14,0
15,1
16,1
17,2
18,2
19,0
20,1
21,2
22,0
23,0
24,3
25,1
26,0
27,2
28,2
29,1
30,1
31,1
32,0
33,1
34,3
35,6
36,1
37,1
38,2
39,0
40,2
41,3
42,2
43,1
44,2
45,1
46,0
47,1
48,3
49,0
50,1
51,1
52,1
53,1
54,1
55,0
56,4
57,0
58,2
59,2
60,2
61,1
62,1
63,2
64,1
65,1
66,3
67,1
68,1
69,2
70,1
71,2
72,1
73,1
74,2
75,1
76,2
77,1
78,5
79,0
80,0
81,3
82,0
83,1
84,6
85,1
86,0
87,0
88,0
89,1
90,1
91,2
92,1
93,1
94,2
95,1
96,4
97,2
98,2
99,1
100,3
101,2
102,1
103,2
104,0
105,2
106,1
107,1
108,1
109,3
110,1
111,2
112,4
113,3
114,0
115,3
116,2
117,3
118,1
119,0
120,1
121,1
122,0
123,2
124,1
125,1
126,2
127,0
128,0
129,2
130,1
131,2
132,2
133,0
134,5
135,2
136,0
137,2
138,0
139,3
140,0
141,2
142,0
143,2
144,3
145,6
146,1
147,0
148,0
149,5
150,1
151,0
152,1
153,2
154,3
155,2
156,0
157,1
158,2
159,3
160,1
161,2
162,1
163,1
164,0
165,2
166,0
167,2
168,0
169,1
170,1
171,0
172,1
173,2
174,2
175,1
176,3
177,2
178,2
179,3
180,0
181,1
182,0
183,2
184,1
185,1
186,3
187,4
188,2
189,1
190,1
191,2
192,2
193,2
194,1
195,1
196,3
197,2
198,0
199,2
200,3
201,1
202,0
203,0
204,2
205,0
206,1
207,1
208,1
209,4
210,0
211,0
212,0
213,2
214,1
215,0
216,0
217,0
218,0
219,0
220,0
221,1
222,0
223,0
224,1
