"infectious_time","incidence"
0,3
1,0
2,0
3,1
4,3
5,0
6,1
7,0
8,2
9,0
10,1
11,0
12,1
13,0
14,2
15,2
16,1
17,1
18,3
19,2
20,1
21,2
22,2
23,2
24,1
25,3
26,1
27,3
28,2
29,0
30,1
31,1
32,3
33,3
34,0
35,1
36,2
37,3
38,6
39,7
40,2
41,2
42,1
43,5
44,2
45,4
46,2
47,2
48,4
49,2
50,2
51,2
52,1
53,5
54,3
55,4
56,4
57,3
58,3
59,2
60,4
61,3
62,2
63,4
64,3
65,0
66,1
67,4
68,3
69,1
70,1
71,5
72,5
73,4
74,4
75,2
76,3
77,4
78,6
79,4
80,7
81,2
82,3
83,1
84,2
85,4
86,2
87,4
88,0
89,3
90,3
91,3
92,0
93,2
94,3
95,4
96,2
97,1
98,1
99,3
100,4
101,8
102,5
103,7
104,1
105,4
106,3
107,5
108,0
109,1
110,3
111,4
112,5
113,3
114,7
115,1
116,3
117,3
118,4
119,3
120,3
121,1
122,4
123,2
124,2
125,4
126,3
127,2
128,5
129,5
130,2
131,1
132,4
133,3
134,7
135,5
136,2
137,1
138,4
139,6
140,3
141,4
142,2
143,4
144,5
145,2
146,3
147,2
148,5
149,5
150,3
151,3
152,1
153,4
154,2
155,4
156,2
157,0
158,3
159,3
160,1
161,3
162,0
163,1
164,3
165,4
166,4
167,5
168,5
169,6
170,3
171,3
172,4
173,0
174,0
175,6
176,4
177,3
178,0
179,3
180,4
181,1
182,2
183,0
184,3
185,0
186,3
187,2
188,1
189,1
190,2
191,2
192,1
193,0
194,3
195,0
196,1
197,2
198,0
199,2
200,0
201,1
202,1
203,0
204,0
205,0
206,1
