"infectious_time","incidence"
0,3
1,0
2,0
3,2
4,2
5,4
6,0
7,6
8,4
9,5
10,4
11,2
12,2
13,1
14,8
15,1
16,5
17,6
18,6
19,5
20,6
21,2
22,6
23,3
24,5
25,5
26,2
27,4
28,2
29,5
30,8
31,6
32,6
33,6
34,3
35,3
36,4
37,4
38,3
39,1
40,5
41,4
42,7
43,2
44,5
45,10
46,4
47,1
48,4
49,2
50,5
51,4
52,6
53,3
54,4
55,2
56,3
57,2
58,5
59,5
60,2
61,4
62,5
63,1
64,4
65,3
66,3
67,7
68,7
69,5
70,3
71,3
72,3
73,5
74,6
75,5
76,10
77,2
78,2
79,3
80,5
81,4
82,2
83,0
84,4
85,4
86,3
87,3
88,1
89,7
90,4
91,5
92,2
93,7
94,3
95,3
96,2
97,5
98,3
99,2
100,14
101,4
102,2
103,5
104,3
105,2
106,2
107,2
108,4
109,4
110,8
111,2
112,6
113,1
114,5
115,4
116,4
117,5
118,3
119,1
120,2
121,6
122,7
123,6
124,10
125,6
126,4
127,7
128,4
129,4
130,3
131,3
132,4
133,5
134,0
135,1
136,5
137,0
138,2
139,1
140,3
141,3
142,1
143,0
144,0
145,0
146,1
147,1
148,2
149,1
150,0
151,0
152,2
153,1
154,0
155,1
156,1
157,0
158,1
159,0
160,1
161,0
162,1
