"infectious_time","incidence"
0,2
1,0
2,0
3,1
4,0
5,0
6,3
7,2
8,4
9,1
10,2
11,2
12,3
13,1
14,2
15,2
16,1
17,2
18,3
19,1
20,2
21,3
22,2
23,4
24,1
25,2
26,2
27,3
28,2
29,5
30,1
31,2
32,3
33,0
34,2
35,1
36,2
37,1
38,5
39,1
40,4
41,3
42,2
43,6
44,4
45,0
46,3
47,5
48,3
49,1
50,7
51,3
52,4
53,3
54,4
55,4
56,2
57,4
58,0
59,3
60,1
61,5
62,3
63,1
64,3
65,4
66,6
67,3
68,1
69,5
70,4
71,3
72,4
73,1
74,0
75,1
76,3
77,3
78,3
79,3
80,3
81,3
82,4
83,5
84,1
85,1
86,0
87,3
88,5
89,5
90,4
91,3
92,1
93,1
94,1
95,2
96,0
97,3
98,5
99,3
100,1
101,1
102,2
103,1
104,2
105,1
106,2
107,2
108,5
109,2
110,3
111,1
112,4
113,1
114,0
115,6
116,1
117,4
118,0
119,5
120,4
121,3
122,5
123,1
124,5
125,3
126,3
127,2
128,1
129,1
130,5
131,3
132,0
133,2
134,1
135,4
136,3
137,5
138,3
139,2
140,4
141,1
142,1
143,1
144,3
145,2
146,2
147,0
148,1
149,0
150,1
151,1
152,1
153,0
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,0
165,1
