"infectious_time","incidence"
0,1
1,0
2,1
3,0
4,0
5,2
6,2
7,1
8,1
9,4
10,1
11,5
12,3
13,1
14,0
15,2
16,2
17,0
18,2
19,2
20,2
21,4
22,1
23,1
24,1
25,3
26,1
27,2
28,0
29,3
30,4
31,1
32,0
33,0
34,4
35,2
36,1
37,1
38,4
39,0
40,4
41,0
42,3
43,2
44,2
45,2
46,5
47,4
48,3
49,2
50,3
51,2
52,3
53,7
54,6
55,6
56,1
57,5
58,2
59,4
60,4
61,1
62,0
63,2
64,5
65,1
66,2
67,3
68,3
69,1
70,2
71,0
72,2
73,2
74,4
75,2
76,2
77,6
78,2
79,3
80,2
81,1
82,3
83,0
84,3
85,4
86,4
87,3
88,1
89,3
90,4
91,1
92,1
93,4
94,2
95,2
96,2
97,1
98,1
99,1
100,4
101,6
102,1
103,4
104,1
105,1
106,3
107,2
108,4
109,5
110,3
111,4
112,2
113,1
114,1
115,3
116,1
117,5
118,3
119,1
120,1
121,1
122,1
123,2
124,2
125,1
126,3
127,2
128,7
129,4
130,2
131,2
132,2
133,3
134,1
135,0
136,5
137,1
138,6
139,6
140,4
141,3
142,4
143,3
144,5
145,1
146,0
147,4
148,1
149,2
150,1
151,1
152,0
153,1
154,2
155,5
156,3
157,2
158,4
159,2
160,4
161,3
162,1
163,5
164,2
165,1
166,0
167,2
168,2
169,6
170,2
171,0
172,2
173,0
174,4
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,0
187,1
