"infectious_time","incidence"
0,5
1,0
2,2
3,2
4,0
5,2
6,1
7,1
8,3
9,0
10,1
11,1
12,1
13,2
14,1
15,2
16,2
17,1
18,1
19,1
20,5
21,2
22,8
23,2
24,3
25,6
26,6
27,2
28,3
29,4
30,8
31,2
32,4
33,5
34,5
35,5
36,7
37,5
38,3
39,0
40,6
41,7
42,2
43,7
44,4
45,6
46,2
47,6
48,5
49,3
50,4
51,7
52,2
53,7
54,6
55,3
56,5
57,7
58,4
59,4
60,6
61,6
62,7
63,4
64,4
65,3
66,2
67,6
68,4
69,5
70,4
71,4
72,1
73,8
74,3
75,6
76,3
77,1
78,6
79,6
80,5
81,6
82,8
83,8
84,4
85,4
86,5
87,4
88,8
89,3
90,2
91,4
92,2
93,7
94,11
95,4
96,5
97,4
98,6
99,4
100,6
101,4
102,4
103,8
104,2
105,10
106,3
107,2
108,7
109,6
110,6
111,2
112,7
113,5
114,2
115,4
116,3
117,3
118,3
119,6
120,3
121,3
122,4
123,4
124,6
125,2
126,3
127,0
128,6
129,4
130,3
131,7
132,5
133,5
134,4
135,6
136,6
137,3
138,5
139,4
140,3
141,6
142,6
143,5
144,4
145,5
146,1
147,3
148,3
149,4
150,3
151,3
152,2
153,1
154,2
155,0
156,2
157,2
158,1
159,1
160,2
161,0
162,1
163,0
164,0
165,0
166,2
