"infectious_time","incidence"
0,2
1,0
2,0
3,4
4,0
5,1
6,4
7,0
8,0
9,3
10,1
11,3
12,3
13,1
14,2
15,0
16,2
17,3
18,4
19,5
20,2
21,1
22,2
23,3
24,3
25,2
26,4
27,3
28,2
29,2
30,3
31,2
32,1
33,3
34,3
35,6
36,4
37,2
38,3
39,3
40,3
41,7
42,4
43,4
44,2
45,2
46,3
47,2
48,2
49,3
50,4
51,7
52,20
53,30
54,24
55,29
56,18
57,22
58,33
59,20
60,16
61,20
62,27
63,25
64,33
65,26
66,24
67,29
68,25
69,31
70,24
71,17
72,13
73,22
74,25
75,27
76,20
77,27
78,29
79,27
80,20
81,18
82,22
83,22
84,22
85,24
86,27
87,30
88,24
89,28
90,24
91,32
92,34
93,31
94,27
95,23
96,34
97,17
98,22
99,26
100,19
101,25
102,22
103,22
104,17
105,12
106,29
107,22
108,24
109,19
110,23
111,28
112,15
113,17
114,21
115,25
116,30
117,29
118,33
119,18
120,31
121,16
122,26
123,32
124,16
125,20
126,27
127,26
128,27
129,29
130,20
131,20
132,22
133,31
134,16
135,20
136,16
137,15
138,18
139,13
140,16
141,20
142,17
143,14
144,20
145,8
146,18
147,12
148,9
149,20
150,9
151,8
152,6
153,12
154,9
155,5
156,6
157,11
158,8
159,8
160,7
161,7
162,7
163,9
164,6
165,3
166,3
167,6
168,1
169,5
170,2
171,2
172,3
173,1
174,1
175,1
176,2
177,0
178,1
179,1
180,1
181,0
182,1
