"lower","med","upper","time"
1.34949,2.33301866666667,3.52947966666667,2
1.359866,2.33287533333333,3.539982,3
1.36886466666667,2.33239666666667,3.55048433333333,4
1.378629,2.33054133333333,3.56613833333333,5
1.36569666666667,2.32712366666667,3.56899233333333,6
1.320747,2.31966333333333,3.56288833333333,7
1.23757233333333,2.30677666666667,3.54611133333333,8
1.12571066666667,2.27670633333333,3.516991,9
1.01131963333333,2.2242456,3.47518696666667,10
0.9081522,2.12466916666667,3.40905693333333,11
0.820564766666667,1.96536143333333,3.29898566666667,12
0.769234133333333,1.7604115,3.17665736666667,13
0.7436049,1.56527893333333,3.03293573333333,14
0.721466233333333,1.42192023333333,2.8423128,15
0.6936951,1.33670963333333,2.5651531,16
0.667165233333333,1.2894446,2.2746411,17
0.667165233333333,1.26428656666667,2.06056686666667,18
0.673672133333333,1.2509688,1.95572703333333,19
0.6782649,1.2388905,1.91353583333333,20
0.6735284,1.22253826666667,1.8885933,21
0.657761266666667,1.19667163333333,1.85435433333333,22
0.648782533333333,1.16626793333333,1.8163038,23
0.6330186,1.14017383333333,1.76962083333333,24
0.6285397,1.1238543,1.74303713333333,25
0.617977133333333,1.1191502,1.7177929,26
0.625171466666667,1.1231418,1.72177153333333,27
0.6309042,1.1322454,1.73085806666667,28
0.641466766666667,1.14095683333333,1.7513111,29
0.645794133333333,1.14731656666667,1.76564573333333,30
0.649107366666667,1.15183506666667,1.77665276666667,31
0.649107366666667,1.15955696666667,1.7892084,32
0.648542066666667,1.17643356666667,1.81222653333333,33
0.659291933333333,1.21162303333333,1.86553203333333,34
0.683727633333333,1.26342456666667,1.93435953333333,35
0.7326256,1.31858683333333,2.00329073333333,36
0.7911663,1.36575263333333,2.04897983333333,37
0.8511656,1.39808023333333,2.0733939,38
0.890062866666667,1.41767873333333,2.08227986666667,39
0.909016366666667,1.42540723333333,2.082319,40
0.9118113,1.42583386666667,2.08018383333333,41
0.907817433333333,1.4246912,2.07468703333333,42
0.903823566666667,1.4239364,2.06919993333333,43
0.900366566666667,1.4226982,2.0633752,44
0.9029496,1.4195484,2.06296536666667,45
0.902898933333333,1.41430266666667,2.05463186666667,46
0.9022206,1.40810256666667,2.04852783333333,47
0.8995869,1.4087884,2.05523303333333,48
0.9036249,1.421623,2.08373873333333,49
0.921914066666667,1.44550916666667,2.1331314,50
0.9396093,1.471885,2.1693772,51
0.9551208,1.48996756666667,2.1931335,52
0.9561063,1.4990071,2.194111,53
0.957594933333333,1.50067783333333,2.1950885,54
0.9572293,1.50076923333333,2.1950885,55
0.957199266666667,1.5010061,2.19443853333333,56
0.9576052,1.50049083333333,2.1978072,57
0.939513866666667,1.49127096666667,2.1968297,58
0.889446666666667,1.46163776666667,2.18132933333333,59
0.811556066666667,1.39835826666667,2.12556553333333,60
0.728811566666667,1.30630566666667,2.01604746666667,61
0.678209233333333,1.2165765,1.87782693333333,62
0.644928666666667,1.1558951,1.75007733333333,63
0.6312696,1.13197363333333,1.67342576666667,64
0.617474266666667,1.1259052,1.6406495,65
0.6137446,1.1252353,1.6336471,66
0.6141217,1.12509523333333,1.6336471,67
0.615177,1.1246133,1.6336471,68
0.616687466666667,1.12077086666667,1.62722473333333,69
0.6139604,1.10487893333333,1.60999913333333,70
0.602290633333333,1.06594933333333,1.56726483333333,71
0.572971633333333,1.00714893333333,1.48858876666667,72
0.545651066666667,0.951620233333333,1.40592666666667,73
0.526559866666667,0.9176952,1.3465719,74
0.524662733333333,0.9069751,1.3295453,75
0.5246276,0.905172866666667,1.32730796666667,76
0.5246276,0.9051465,1.327272,77
0.5246276,0.9051465,1.327272,78
0.5246276,0.9051465,1.327272,79
0.5246276,0.905119566666667,1.32730796666667,80
0.5260756,0.9046594,1.32988593333333,81
0.520123166666667,0.901397333333333,1.3299219,82
0.494868633333333,0.883252933333333,1.3119559,83
0.4485552,0.848155633333333,1.2680567,84
0.4098565,0.806624266666667,1.20975683333333,85
0.389302666666667,0.778787333333333,1.16607603333333,86
0.388359733333333,0.768336533333333,1.14578643333333,87
0.3872025,0.7671217,1.1424395,88
0.3872025,0.7671217,1.1424395,89
0.3872025,0.7671217,1.1424395,90
0.3872025,0.7671217,1.1424395,91
0.3872025,0.7671217,1.1424395,92
0.385810266666667,0.7671217,1.14131036666667,93
0.386952166666667,0.768218,1.1446182,94
0.397468833333333,0.781580866666667,1.17497016666667,95
0.423319833333333,0.813550066666667,1.23141853333333,96
0.448415966666667,0.847935433333333,1.28383163333333,97
0.464137333333333,0.870054233333333,1.3092006,98
0.4659166,0.8735667,1.3096023,99
0.4659166,0.8735667,1.3096023,100
0.4659166,0.8735667,1.3096023,101
0.4659166,0.8735667,1.3096023,102
0.4659166,0.8735667,1.3096023,103
0.4659166,0.8735667,1.3096023,104
0.4659166,0.8735667,1.3096023,105
0.465780333333333,0.873575633333333,1.3096023,106
0.461572066666667,0.9045406,1.42061003333333,107
0.503893766666667,1.0201743,1.61987646666667,108
0.546351733333333,1.13579906666667,1.8191429,109
0.5928817,1.2204678,1.9074016,110
0.5928817,1.2204678,1.9074016,111
0.5928817,1.2204678,1.9074016,112
0.5928817,1.2204678,1.9074016,113
0.5928817,1.2204678,1.9074016,114
0.5928817,1.2204678,1.9074016,115
0.5928817,1.2204678,1.9074016,116
0.5928817,1.2204678,1.9074016,117
0.5928817,1.2204678,1.9074016,118
0.5928817,1.2204678,1.9074016,119
