"infectious_time","incidence"
0,6
1,0
2,0
3,3
4,0
5,3
6,1
7,0
8,3
9,0
10,0
11,3
12,1
13,2
14,1
15,2
16,2
17,0
18,2
19,0
20,2
21,1
22,2
23,2
24,1
25,5
26,1
27,5
28,3
29,1
30,5
31,4
32,2
33,4
34,4
35,1
36,2
37,3
38,3
39,4
40,4
41,5
42,6
43,2
44,8
45,5
46,10
47,8
48,4
49,5
50,4
51,10
52,8
53,9
54,8
55,12
56,12
57,12
58,18
59,9
60,14
61,17
62,18
63,17
64,15
65,13
66,19
67,13
68,24
69,14
70,12
71,11
72,30
73,16
74,19
75,8
76,21
77,19
78,19
79,15
80,15
81,14
82,18
83,16
84,19
85,14
86,15
87,13
88,9
89,8
90,12
91,10
92,14
93,18
94,19
95,16
96,14
97,13
98,13
99,19
100,18
101,12
102,13
103,17
104,13
105,17
106,11
107,22
108,14
109,12
110,7
111,13
112,13
113,15
114,9
115,9
116,14
117,7
118,13
119,9
120,20
121,15
122,19
123,10
124,17
125,13
126,26
127,11
128,21
129,16
130,17
131,9
132,11
133,11
134,18
135,10
136,11
137,9
138,15
139,11
140,15
141,15
142,14
143,20
144,18
145,13
146,24
147,16
148,7
149,12
150,16
151,13
152,13
153,14
154,16
155,17
156,16
157,15
158,20
159,11
160,8
161,13
162,17
163,10
164,10
165,12
166,9
167,11
168,12
169,12
170,13
171,9
172,12
173,11
174,10
175,15
176,5
177,9
178,12
179,10
180,12
181,6
182,6
183,9
184,11
185,7
186,8
187,10
188,8
189,5
190,7
191,5
192,5
193,10
194,2
195,11
196,4
197,6
198,3
199,5
200,9
201,5
202,6
203,3
204,8
205,4
206,2
207,5
208,1
209,4
210,4
211,4
212,2
213,5
214,3
215,1
216,2
217,1
218,3
219,0
220,2
221,3
222,0
223,1
224,2
225,1
226,2
227,3
228,3
229,0
230,2
231,1
232,0
233,0
234,0
235,1
236,0
237,1
238,1
239,1
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
