"infectious_time","incidence"
0,6
1,0
2,0
3,1
4,1
5,1
6,2
7,2
8,0
9,1
10,2
11,3
12,1
13,0
14,1
15,3
16,0
17,1
18,1
19,3
20,2
21,1
22,3
23,2
24,6
25,0
26,3
27,3
28,1
29,4
30,5
31,2
32,7
33,3
34,1
35,5
36,5
37,4
38,7
39,4
40,3
41,3
42,9
43,7
44,3
45,7
46,4
47,5
48,7
49,10
50,8
51,8
52,11
53,4
54,8
55,10
56,13
57,10
58,15
59,7
60,11
61,12
62,9
63,14
64,13
65,11
66,20
67,16
68,13
69,8
70,14
71,18
72,13
73,11
74,13
75,10
76,8
77,16
78,7
79,17
80,12
81,9
82,10
83,13
84,13
85,12
86,9
87,12
88,4
89,9
90,15
91,9
92,9
93,10
94,15
95,11
96,7
97,10
98,15
99,17
100,15
101,7
102,9
103,17
104,15
105,8
106,12
107,7
108,11
109,13
110,21
111,15
112,16
113,9
114,12
115,16
116,19
117,20
118,14
119,11
120,17
121,13
122,14
123,4
124,18
125,16
126,7
127,14
128,16
129,24
130,11
131,12
132,9
133,6
134,7
135,8
136,9
137,16
138,10
139,9
140,5
141,11
142,9
143,13
144,10
145,9
146,7
147,7
148,8
149,10
150,7
151,10
152,9
153,5
154,5
155,6
156,7
157,5
158,3
159,2
160,5
161,5
162,4
163,7
164,1
165,2
166,3
167,3
168,2
169,1
170,1
171,3
172,3
173,2
174,0
175,3
176,1
177,1
178,2
179,1
180,0
181,0
182,1
183,1
184,0
185,1
186,1
187,1
188,0
189,0
190,1
191,1
192,0
193,0
194,1
