"infectious_time","incidence"
0,9
1,0
2,0
3,4
4,1
5,2
6,2
7,2
8,2
9,0
10,4
11,5
12,4
13,8
14,3
15,6
16,6
17,6
18,9
19,8
20,10
21,6
22,8
23,14
24,7
25,11
26,6
27,14
28,11
29,9
30,12
31,9
32,13
33,18
34,8
35,13
36,7
37,16
38,9
39,14
40,9
41,17
42,14
43,6
44,13
45,11
46,7
47,14
48,10
49,11
50,9
51,8
52,15
53,18
54,13
55,12
56,8
57,5
58,8
59,7
60,12
61,13
62,8
63,8
64,9
65,12
66,11
67,13
68,4
69,8
70,9
71,10
72,9
73,11
74,14
75,13
76,6
77,4
78,8
79,18
80,11
81,5
82,15
83,5
84,15
85,10
86,20
87,12
88,11
89,13
90,11
91,14
92,10
93,8
94,4
95,9
96,10
97,15
98,13
99,10
100,11
101,12
102,12
103,13
104,14
105,10
106,14
107,12
108,8
109,5
110,16
111,21
112,12
113,15
114,18
115,7
116,17
117,11
118,15
119,7
120,12
121,11
122,10
123,10
124,14
125,12
126,10
127,8
128,8
129,12
130,11
131,6
132,5
133,4
134,9
135,10
136,5
137,6
138,5
139,2
140,4
141,5
142,3
143,0
144,3
145,4
146,4
147,3
148,2
149,2
150,6
151,2
152,2
153,2
154,2
155,0
156,0
157,0
158,0
159,2
160,0
161,0
162,0
163,0
164,1
165,0
166,1
