"infectious_time","incidence"
0,2
1,0
2,1
3,2
4,0
5,2
6,2
7,1
8,1
9,4
10,2
11,5
12,4
13,3
14,0
15,3
16,4
17,1
18,2
19,4
20,2
21,6
22,1
23,3
24,2
25,6
26,2
27,6
28,3
29,5
30,4
31,5
32,4
33,5
34,7
35,8
36,8
37,4
38,8
39,4
40,6
41,8
42,8
43,11
44,9
45,6
46,7
47,10
48,7
49,7
50,5
51,6
52,5
53,9
54,9
55,15
56,7
57,9
58,3
59,7
60,15
61,15
62,10
63,6
64,8
65,6
66,4
67,5
68,13
69,8
70,12
71,9
72,7
73,5
74,7
75,10
76,7
77,12
78,12
79,6
80,5
81,6
82,10
83,6
84,6
85,12
86,10
87,6
88,10
89,7
90,9
91,7
92,9
93,9
94,10
95,6
96,8
97,5
98,7
99,9
100,8
101,9
102,10
103,10
104,7
105,10
106,6
107,6
108,5
109,9
110,5
111,8
112,11
113,8
114,13
115,8
116,12
117,8
118,12
119,5
120,6
121,15
122,12
123,8
124,6
125,8
126,8
127,6
128,7
129,3
130,6
131,8
132,10
133,7
134,8
135,5
136,9
137,8
138,7
139,10
140,3
141,6
142,9
143,8
144,11
145,8
146,6
147,9
148,3
149,2
150,6
151,9
152,1
153,4
154,2
155,8
156,6
157,5
158,3
159,4
160,5
161,4
162,1
163,6
164,3
165,3
166,4
167,3
168,4
169,5
170,2
171,2
172,4
173,0
174,5
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,0
187,1
