"infectious_time","incidence"
0,7
1,0
2,0
3,4
4,1
5,2
6,4
7,0
8,0
9,3
10,1
11,3
12,3
13,1
14,2
15,0
16,2
17,3
18,4
19,5
20,2
21,3
22,2
23,3
24,4
25,4
26,2
27,3
28,4
29,6
30,3
31,5
32,5
33,7
34,9
35,9
36,8
37,7
38,7
39,12
40,10
41,13
42,6
43,7
44,13
45,12
46,10
47,15
48,11
49,12
50,10
51,11
52,10
53,17
54,9
55,13
56,10
57,11
58,11
59,10
60,10
61,11
62,13
63,17
64,13
65,11
66,11
67,8
68,10
69,5
70,9
71,12
72,11
73,13
74,10
75,8
76,10
77,8
78,6
79,7
80,13
81,9
82,17
83,18
84,13
85,12
86,3
87,12
88,6
89,12
90,11
91,12
92,14
93,10
94,21
95,9
96,16
97,7
98,10
99,11
100,8
101,9
102,11
103,8
104,10
105,15
106,8
107,9
108,14
109,7
110,12
111,10
112,7
113,12
114,14
115,12
116,7
117,8
118,9
119,9
120,16
121,6
122,13
123,12
124,7
125,11
126,7
127,5
128,8
129,18
130,14
131,16
132,12
133,10
134,5
135,7
136,8
137,10
138,10
139,10
140,10
141,11
142,8
143,11
144,14
145,6
146,8
147,8
148,5
149,14
150,7
151,7
152,6
153,9
154,6
155,5
156,5
157,9
158,7
159,8
160,6
161,7
162,7
163,9
164,6
165,3
166,3
167,6
168,1
169,5
170,2
171,2
172,3
173,1
174,1
175,1
176,2
177,0
178,1
179,1
180,1
181,0
182,1
