"infectious_time","incidence"
0,9
1,0
2,0
3,1
4,3
5,0
6,2
7,0
8,2
9,0
10,2
11,1
12,2
13,0
14,2
15,2
16,1
17,1
18,3
19,2
20,2
21,3
22,3
23,2
24,3
25,4
26,2
27,4
28,4
29,4
30,3
31,3
32,8
33,7
34,2
35,3
36,7
37,4
38,8
39,10
40,5
41,3
42,8
43,8
44,8
45,8
46,4
47,11
48,6
49,5
50,16
51,5
52,8
53,17
54,12
55,7
56,18
57,15
58,13
59,8
60,7
61,8
62,11
63,16
64,9
65,13
66,8
67,7
68,7
69,14
70,8
71,8
72,10
73,12
74,16
75,9
76,9
77,13
78,8
79,11
80,8
81,7
82,5
83,17
84,6
85,14
86,9
87,13
88,8
89,9
90,7
91,11
92,0
93,10
94,12
95,12
96,11
97,12
98,14
99,12
100,7
101,7
102,11
103,8
104,10
105,8
106,6
107,8
108,8
109,8
110,12
111,4
112,9
113,9
114,5
115,7
116,11
117,9
118,7
119,11
120,11
121,10
122,10
123,7
124,19
125,15
126,10
127,7
128,7
129,8
130,12
131,13
132,14
133,12
134,15
135,9
136,9
137,2
138,7
139,8
140,7
141,7
142,17
143,9
144,7
145,13
146,10
147,10
148,10
149,5
150,10
151,6
152,8
153,9
154,5
155,14
156,4
157,9
158,7
159,4
160,7
161,8
162,4
163,8
164,5
165,5
166,5
167,5
168,6
169,7
170,6
171,5
172,6
173,5
174,0
175,9
176,5
177,3
178,0
179,5
180,6
181,1
182,3
183,1
184,3
185,0
186,3
187,2
188,1
189,1
190,2
191,3
192,2
193,0
194,4
195,0
196,1
197,2
198,0
199,2
200,0
201,1
202,1
203,0
204,0
205,0
206,1
