"infectious_time","incidence"
0,3
1,0
2,0
3,2
4,4
5,0
6,3
7,4
8,5
9,3
10,5
11,6
12,6
13,3
14,6
15,7
16,5
17,7
18,6
19,7
20,7
21,5
22,11
23,8
24,7
25,10
26,10
27,10
28,5
29,11
30,8
31,6
32,9
33,6
34,8
35,7
36,8
37,6
38,8
39,12
40,8
41,11
42,8
43,13
44,8
45,11
46,9
47,9
48,13
49,8
50,13
51,6
52,8
53,8
54,14
55,6
56,11
57,12
58,8
59,11
60,12
61,14
62,8
63,14
64,4
65,10
66,12
67,7
68,14
69,9
70,9
71,13
72,16
73,9
74,12
75,10
76,3
77,17
78,18
79,9
80,5
81,3
82,6
83,6
84,11
85,4
86,7
87,12
88,13
89,10
90,11
91,7
92,8
93,11
94,10
95,7
96,9
97,7
98,9
99,9
100,7
101,9
102,6
103,10
104,8
105,6
106,6
107,8
108,10
109,2
110,12
111,2
112,8
113,12
114,5
115,10
116,4
117,4
118,9
119,8
120,10
121,7
122,8
123,7
124,10
125,7
126,4
127,2
128,4
129,3
130,7
131,6
132,3
133,5
134,3
135,5
136,4
137,5
138,3
139,2
140,5
141,2
142,2
143,4
144,3
145,3
146,3
147,2
148,1
149,0
150,2
151,1
152,1
153,0
154,0
155,0
156,0
157,0
158,2
159,1
160,0
161,0
162,0
163,0
164,0
165,1
