"infectious_time","incidence"
0,7
1,0
2,0
3,2
4,0
5,2
6,3
7,1
8,6
9,5
10,1
11,4
12,4
13,3
14,1
15,6
16,7
17,6
18,8
19,9
20,10
21,6
22,5
23,11
24,6
25,8
26,6
27,9
28,8
29,6
30,3
31,10
32,9
33,10
34,11
35,12
36,13
37,7
38,10
39,6
40,6
41,7
42,10
43,12
44,4
45,13
46,10
47,8
48,8
49,10
50,8
51,5
52,7
53,7
54,9
55,8
56,7
57,7
58,9
59,4
60,11
61,8
62,9
63,5
64,9
65,8
66,5
67,6
68,16
69,12
70,9
71,9
72,10
73,12
74,10
75,14
76,12
77,12
78,7
79,7
80,14
81,11
82,9
83,9
84,7
85,10
86,8
87,9
88,5
89,10
90,7
91,14
92,10
93,8
94,5
95,6
96,11
97,15
98,11
99,9
100,13
101,4
102,10
103,8
104,10
105,10
106,16
107,14
108,15
109,7
110,6
111,8
112,10
113,10
114,11
115,10
116,11
117,4
118,9
119,12
120,10
121,14
122,10
123,13
124,7
125,7
126,13
127,9
128,7
129,8
130,9
131,10
132,5
133,16
134,4
135,2
136,5
137,9
138,7
139,5
140,5
141,4
142,13
143,6
144,2
145,4
146,6
147,9
148,6
149,7
150,5
151,3
152,5
153,5
154,4
155,6
156,3
157,7
158,8
159,3
160,2
161,3
162,5
163,2
164,5
165,4
166,4
167,0
168,4
169,2
170,2
171,0
172,2
173,1
174,1
175,1
176,1
177,2
178,1
179,1
180,0
181,1
