"infectious_time","incidence"
0,5
1,0
2,0
3,2
4,3
5,2
6,1
7,1
8,4
9,5
10,3
11,7
12,4
13,3
14,3
15,4
16,5
17,4
18,3
19,2
20,6
21,4
22,2
23,8
24,3
25,5
26,6
27,2
28,12
29,5
30,3
31,6
32,7
33,4
34,9
35,5
36,9
37,12
38,9
39,9
40,6
41,7
42,9
43,13
44,9
45,7
46,7
47,4
48,4
49,3
50,5
51,9
52,8
53,5
54,9
55,7
56,5
57,7
58,9
59,6
60,4
61,8
62,7
63,2
64,7
65,8
66,8
67,8
68,8
69,7
70,7
71,9
72,11
73,6
74,6
75,6
76,6
77,7
78,9
79,7
80,7
81,7
82,7
83,4
84,5
85,4
86,8
87,1
88,8
89,3
90,9
91,7
92,11
93,8
94,10
95,8
96,5
97,7
98,11
99,7
100,6
101,9
102,5
103,5
104,10
105,7
106,8
107,3
108,3
109,8
110,8
111,7
112,9
113,4
114,9
115,7
116,11
117,4
118,5
119,5
120,6
121,4
122,4
123,4
124,7
125,10
126,5
127,5
128,9
129,4
130,11
131,6
132,8
133,8
134,4
135,9
136,14
137,7
138,5
139,7
140,8
141,5
142,5
143,5
144,7
145,8
146,3
147,7
148,5
149,9
150,2
151,8
152,6
153,4
154,3
155,5
156,9
157,7
158,5
159,4
160,8
161,5
162,6
163,6
164,4
165,2
166,3
167,6
168,3
169,5
170,3
171,4
172,5
173,3
174,6
175,1
176,2
177,5
178,3
179,4
180,1
181,2
182,3
183,1
184,2
185,0
186,3
187,3
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,0
202,0
203,0
204,1
205,1
206,0
207,2
208,0
209,1
