"infectious_time","incidence"
0,7
1,0
2,0
3,3
4,0
5,2
6,4
7,1
8,2
9,5
10,2
11,4
12,5
13,8
14,7
15,4
16,7
17,16
18,4
19,5
20,13
21,11
22,5
23,12
24,4
25,7
26,8
27,6
28,4
29,4
30,4
31,7
32,10
33,7
34,13
35,6
36,13
37,7
38,11
39,7
40,6
41,10
42,9
43,7
44,13
45,7
46,6
47,9
48,6
49,11
50,10
51,11
52,6
53,6
54,3
55,10
56,6
57,8
58,9
59,5
60,7
61,8
62,7
63,6
64,9
65,10
66,9
67,12
68,4
69,3
70,11
71,5
72,9
73,7
74,6
75,5
76,5
77,10
78,15
79,8
80,3
81,15
82,4
83,8
84,7
85,6
86,5
87,7
88,6
89,13
90,7
91,5
92,9
93,6
94,5
95,5
96,2
97,11
98,11
99,4
100,4
101,9
102,4
103,14
104,6
105,7
106,7
107,7
108,6
109,4
110,7
111,11
112,12
113,6
114,4
115,9
116,4
117,5
118,3
119,6
120,8
121,9
122,11
123,9
124,9
125,9
126,9
127,8
128,9
129,3
130,6
131,7
132,3
133,7
134,9
135,12
136,7
137,2
138,10
139,0
140,8
141,5
142,2
143,3
144,5
145,5
146,4
147,3
148,4
149,3
150,3
151,3
152,1
153,2
154,1
155,2
156,1
157,0
158,0
159,0
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,1
